id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Sb3,xd1328,Barí (Motilon),yukp1241,Motilon (Sb3),"Bari, Motilon, Yuko, Motilones, Barí",1940,,,9,-72,9,-72,Original,"Note 8Feb2018: Changed after note by HH:""The Motilon described by Reichel-Dolmatoff is Yukpa [yup] (a Cariban lg) not the Chibchan Bari [mot]""; KK: indeed, the focus is on the ""Iroka"", who are described as a ""Yukpa subtribe"" by Ruddle (1974:29, in Halbmayer 2013). References for case are Holder and Reichel-Dolmatoff, and both seem to have attempted to contact the Bari in 1946 (according to Beckerman and Lizarralde 2013), but may have been unsuccsessful. In any case, both anthropologists, and certainly R-D, worked with the Iroka [Yukpa]. Note from Beckerman and Lizarralde (2013): ""the forest-dwelling Bari (and their traditional and ongoing enemies, the Carib-speaking Yukpa) constituted a recognized obstacle to colonization of the forested land remaining to [the small-scale colonists]"". Both Yukpa and Bari seem to have been known as ""Motilones"" (e.g., see http://www.native-languages.org/definitions/motilone.htm)."
Sb4,xd1329,Cariña,taba1267,Carinya (Sb4),Carinya,1950,,,9,-64,9,-64,Original,"Note 24Sept2018 - dialect Tabajari assigned (language does not change). KK is confident in this assignment; there is an Etnologue point for Carib here (9,-64 approx.). This URL gives the relative location of Carib dialects: https://www.mona.uwi.edu/dllp/jlu/ciel/pages/kalihna.htm. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Ae15,xd133,Hunde,hund1239,Hunde (Ae15),Bahunde,1940,,,-2,28,-2,28,Original,
Sb5,xd1330,Paraujano,para1316,Paraujano (Sb5),Onoto,1950,,,11,-72,11,-72,Original,
Sb6,xd1331,Wayuu,wayu1243,Goajiro (Sb6),Goajiro,1940,Goajiro (SC13),http://ehrafworldcultures.yale.edu/collection?owc=SC13,12,-72,12,-72,Original,
Sb7,xd1332,Yupa,yukp1241,Yupa (Sb7),,1950,,,9,-72,9,-72,Original,
Sb8,xd1333,Taíno,tain1254,Taino (Sb8),Taino,1520,,,19,-75,19.94,-75.37,Revised,
Sb9,xd1334,Haitians,hait1244,Haitians (Sb9),,1930,Haitians (SV03),http://ehrafworldcultures.yale.edu/collection?owc=SV03,18,-72,18.41,-72.17,Revised,
Sc1,xd1335,Warao,wara1303,Warrau (Sc1),Warrau,1950,Warao (SS18),http://ehrafworldcultures.yale.edu/collection?owc=SS18,9,-62,9,-62,Original,
Sc10,xd1336,Lokono,araw1276,Locono (Sc10),"Locono, Arawak",1900,,,6,-57,5.95,-56.98,Revised,
Sc11,xd1337,Camaracoto,cama1252,Camaracoto (Sc11),Pemon,1930,Pemon (SS16),in process,6,-63,6,-63,Original,
Sc12,xd1338,Macushi,macu1259,Macusi (Sc12),Macusi,1910,,,4,-59,4,-59,Original,"Note 8Feb2018: Note, HH notes that ethnographic references most relevant to Makushi [Sc12] are listed under ""Taulipang"" [Sc15] (Soares Diniz & Ule are on Macushi [mbc] rather than Pemon [aoc]). However, other aspects of case description (name, alternate names) line up with [mbc]. For that reason, I will leave as [mbc], but user should ensure that cultural traits of interest are properly assigned to Macushi vs. Pemon. See Halbmayer, E. 2013. ""Contemporary Carib-speaking Amerindians. A bibliography of social anthropological and linguistic resources for discussion"". For succinct overview and reference lists."
Sc13,xd1339,Panare,enap1235,Panare (Sc13),,1950,,,6,-66,6,-66,Original,
Ae16,xd134,Lulua,luba1249,Lulua (Ae16),Bena Lulua,1910,,,-6,23,-6,23,Original,
Sc14,xd1340,Rucuyen,waya1269,Rucuyen (Sc14),,1890,,,3,-55,3,-55,Original,
Sc15,xd1341,Taulípang,taul1252,Taulipang (Sc15),"Taulipang, Arecuna, Arekuna",1910,,,4,-62,4,-62,Original,"Note 8Feb2018: Note, HH notes that ethnographic references most relevant to Makushi [Sc12] are listed here; it is possible that the more general references currently listed under Sc12 are most appropriate to Taulipang [Sc15] (Farabee 1922 & Kirchoff 1943). However, other aspects of case description (name, alternate names) line up with [aoc]. For that reason, I will leave as [aoc] but user should ensure that cultural traits of interest are properly assigned to Macushi vs. Pemon. See Halbmayer, E. 2013. ""Contemporary Carib-speaking Amerindians. A bibliography of social anthropological and linguistic resources for discussion"". For succinct overview and reference lists."
Sc16,xd1342,Ye'kuana,maqu1238,Yekuana (Sc16),"So'to, Yekuana",1920,,,3,-65,3,-65,Original,
Sc17,xd1343,Piapoco,piap1246,Piapoco (Sc17),,1950,,,6,-68,6,-68,Original,
Sc18,xd1344,Ndyuka,ndyu1242,Djuka (Sc18),"Djuka, Bush Negroes, Ndjuka",1960,,,5,-54,5,-54,Original,
Sc2,xd1345,Pumé,pume1238,Yaruro (Sc2),Yaruro,1950,Pumé (SS19),http://ehrafworldcultures.yale.edu/collection?owc=SS19,7,-68,7,-68,Original,
Sc3,xd1346,Barama River Carib,mura1272,Barama Carib (Sc3),"Barama Carib, Carib",1930,Barama River Carib (SR09),http://ehrafworldcultures.yale.edu/collection?owc=SR09,5,-59,5,-59,Original,"Note 24Sept2018 - KK has high confidence in this dialect assignment (mura1272). The Barama carib location is in Guyana; there is an Etnologue point for Carib here (7.42,-60.17 approx.). This URL gives the relative location of Carib dialects: https://www.mona.uwi.edu/dllp/jlu/ciel/pages/kalihna.htm."
Sc4,xd1347,Guahibo,guah1255,Guahibo (Sc4),,1950,,,5,-69,5,-69,Original,
Sc5,xd1348,Wapishana,wapi1253,Wapishana (Sc5),,1900,,,3,-60,3,-60,Original,
Sc6,xd1349,Saramaccan ,sara1340,Saramacca (Sc6),"Saramaccan of Suriname, Saramacca, Bush Negroes",1920,Saramaka (SR15),http://ehrafworldcultures.yale.edu/collection?owc=SR15,4,-56,4,-56,Original,
Ae17,xd135,Rega,lega1249,Rega (Ae17),"Balegga, Barega, Valega, Warega",1900,,,-3,28,-3,28,Original,
Sc7,xd1350,Yabarana,yaba1248,Yabarana (Sc7),,1950,,,5,-66,5,-66,Original,
Sc8,xd1351,Piaroa,piar1243,Piaroa (Sc8),,1950,,,5,-67,5,-67,Original,
Sc9,xd1352,Curripaco,curr1243,Curipaco (Sc9),Curipaco,1950,,,5,-67,5,-67,Original,
Sd1,xd1353,Munduruku,mund1330,Mundurucu (Sd1),"Wuy Jugu, Mundurucu",1950,Mundurucu (SQ13),http://ehrafworldcultures.yale.edu/collection?owc=SQ13,-6,-58,-6,-58,Original,
Sd2,xd1354,Tapirapé,tapi1254,Tapirape (Sd2),Tapirape,1930,Tapirape (SP22),http://ehrafworldcultures.yale.edu/collection?owc=SP22,-11,-52,-11,-52,Original,
Sd3,xd1355,Palikur,pali1279,Palikur (Sd3),Wasa,1920,,,3,-52,3,-52,Original,
Sd4,xd1356,Guaica,yano1262,Waica (Sd4),"Waica, Guiaika",1950,Yanoama (SQ18),http://ehrafworldcultures.yale.edu/collection?owc=SQ18,2,-65,2,-65,Original,
Sd5,xd1357,Sateré Mawé,sate1243,Maue (Sd5),Maue,1950,,,-4,-57,-4,-57,Original,
Sd6,xd1358,Shiriana,nina1238,Shiriana (Sd6),"Kirishana, Xiriana",1960,Yanoama (SQ18),http://ehrafworldcultures.yale.edu/collection?owc=SQ18,4,-63,4,-63,Original,
Sd7,xd1359,Wai-wai,waiw1244,Waiwai (Sd7),Waiwai,1950,,,1,-59,1,-59,Original,
Ae18,xd136,Songye,song1303,Songe (Ae18),"Songe, Basonge, Bassongo",1900,,,-6,25,-6,25,Original,
Sd8,xd1360,Sanema,sanu1240,Sanema (Sd8),,1950,Yanoama (SQ18),http://ehrafworldcultures.yale.edu/collection?owc=SQ18,4,-66,4,-66,Original,
Sd9,xd1361,Yanomami,yano1261,Yanomamo (Sd9),"Yanomamo, Yanoama",1965,Yanoama (SQ18),http://ehrafworldcultures.yale.edu/collection?owc=SQ18,2,-65,2,-65,Original,
Se1,xd1362,Sirionó,siri1273,Siriono (Se1),"Miá, Siriono",1940,Siriono (SF21),http://ehrafworldcultures.yale.edu/collection?owc=SF21,-16,-64,-16,-64,Original,
Se10,xd1363,Cocama,coca1259,Cocama (Se10),Ucayali,1670,,,1,-79,1,-79,Original,
Se11,xd1364,Chácobo,chac1251,Chacobo (Se11),"Nóʔciria, Chacobo",1960,,,-12,-67,-12,-67,Original,
Se12,xd1365,Tucano,tuca1252,Tucano (Se12),Tukano,1950,Tucano (SQ19),http://ehrafworldcultures.yale.edu/collection?owc=SQ19,0,-70,0,-70,Original,
Se2,xd1366,Ticuna,ticu1245,Tucuna (Se2),"Tucuna, Tikuna",1940,Tucuna (SQ20),http://ehrafworldcultures.yale.edu/collection?owc=SQ20,-3,-70,-3,-70,Original,
Se3,xd1367,Shuar,shua1257,Jivaro (Se3),Jivaro,1930,Jivaro (SD09),http://ehrafworldcultures.yale.edu/collection?owc=SD09,-3,-78,-3,-78,Original,
Se4,xd1368,Yagua,yagu1244,Yagua (Se4),,1940,,,-3,-72,-3,-72,Original,
Se5,xd1369,Cubeo,cube1242,Cubeo (Se5),"Jiwa, Tucano",1940,Tucano (SQ19),http://ehrafworldcultures.yale.edu/collection?owc=SQ19,1,-71,1,-71,Original,
Ae19,xd137,Garanganze,sang1331,Yeke (Ae19),"Yeke, Bayeke",1930,,,-11,28,-11,28,Original,
Se6,xd1370,Witoto,muru1274,Witoto (Se6),"Ouitoto, Uitoto",1910,,,-1,-74,-1,-74,Original,
Se7,xd1371,Camba,chiq1248,Camba (Se7),,1950,,,-18,-63,-18,-63,Original,"Note, previously xba and kamb1287 (Camba). ISO code retired, considered a duplicate of [cax] Chiquitano. Chiquitano glottocode is chiq1248"
Se8,xd1372,Amahuaca,amah1246,Amahuaca (Se8),,1950,,,-10,-72,-10,-72,Original,
Se9,xd1373,Shipibo-Conibo,ship1254,Conibo (Se9),Conibo,1920,,,-9,-74,-9,-74,Original,
Sf1,xd1374,Inca,cusc1236,Inca (Sf1),,1530,Inca (SE13),http://ehrafworldcultures.yale.edu/collection?owc=SE13,-13,-72,-13,-72,Original,
Sf2,xd1375,Aymara,cent2142,Aymara (Sf2),,1940,Aymara (SF05),http://ehrafworldcultures.yale.edu/collection?owc=SF05,-16,-69,-16,-69,Original,
Sf3,xd1376,Chachi,chac1249,Cayapa (Sf3),Cayapa,1910,Chachi (SD06),http://ehrafworldcultures.yale.edu/collection?owc=SD06,1,-79,1,-79,Original,
Sf4,xd1377,U'wa,cent2150,Tunebo (Sf4),"Tunebo, Tabe",1950,,,7,-72,7,-72,Original,
Sf5,xd1378,Páez,paez1247,Paez (Sf5),Paez,1900,Paez (SC15),in process,3,-76,3,-76,Original,
Sf6,xd1379,Muisca,chib1270,Chibcha (Sf6),Chibcha,1540,,,5,-72,5,-72,Original,
Ae2,xd138,Kpe,mokp1239,Kpe (Ae2),"Bakwedi, Bakwiri, Kpeli, Kwiri",1950,,,4,9,4.22,9.27,Revised,
Sf7,xd1380,Asháninka,ajyi1238,Campa (Sf7),"Campa, Ande, Anti, Kampa",1900,,,-8,-75,-8,-75,Original,"Note 8Feb2018: Glottocode changed to ajyi1238 based on note from HH: ""The Campa described by Craig is Shira Mountain Campa = Ajyíninka"" [all other references appear to describe the ""Campa"" generally]."
Sf8,xd1381,Piro,yine1238,Piro (Sf8),Nomole,1950,,,-12,-73,-12,-73,Original,
Sf9,xd1382,Uru,uruu1244,Uru (Sf9),,1930,Uru (SF24),http://ehrafworldcultures.yale.edu/collection?owc=SF24,-16,-69,-16,-69,Original,
Sg1,xd1383,Yahgan,yama1264,Yahgan (Sg1),,1870,Yahgan (SH06),http://ehrafworldcultures.yale.edu/collection?owc=SH06,-55,-69,-55.02,-68.98,Revised,
Sg2,xd1384,Mapuche,mapu1245,Mapuche (Sg2),,1880,Aracuanians (SG04),http://ehrafworldcultures.yale.edu/collection?owc=SG04,-39,-68,-39,-68,Original,
Sg3,xd1385,Ona,onaa1245,Ona (Sg3),,1880,Ona (SH04),http://ehrafworldcultures.yale.edu/collection?owc=SH04,-54,-69,-54,-69,Original,
Sg4,xd1386,Tehuelche,tehu1242,Tehuelche (Sg4),Patagon,1870,Tehuelche (SH05),http://ehrafworldcultures.yale.edu/collection?owc=SH05,-46,-70,-46,-70,Original,
Sg5,xd1387,Alacaluf,qawa1238,Alacaluf (Sg5),Kawésqar,1900,,,-52,-74,-52,-74,Original,
Sh1,xd1388,Wichí,wich1264,Mataco (Sh1),"Mataco, Nocten",1860,Mataco (SI07),http://ehrafworldcultures.yale.edu/collection?owc=SI07,-24,-63,-24,-63,Original,Note 8Feb2018: Changed based on note from HH: Pelleschi is Wichí Lhamtés Güisnay [mzh]
Sh2,xd1389,Terena,tere1279,Terena (Sh2),Poké,1850,Terena (SK07),http://ehrafworldcultures.yale.edu/collection?owc=SK07,-21,-58,-21,-58,Original,
Ae20,xd139,Ekonda,ekon1238,Ekonda (Ae20),,1940,,,-2,18,-2,18,Original,
Sh3,xd1390,Abipón,abip1241,Abipon (Sh3),"Abipon, Abipones",1800,Abipon (SI04),http://ehrafworldcultures.yale.edu/collection?owc=SI04,-29,-61,-29,-61,Original,
Sh4,xd1391,Kadiwéu,kadi1248,Caduveo (Sh4),Caduveo,1940,,,-22,-57,-22,-57,Original,
Sh5,xd1392,Choroti,iyow1239,Choroti (Sh5),Zolota,1910,Choroti (SK06),in process,-22,-62,-22,-62,Original,
Sh6,xd1393,Chamacoco,cham1315,Chamacoco (Sh6),Ishír,1890,,,-20,-59,-20,-59,Original,
Sh7,xd1394,Guaraní,east2555,Chiriguano (Sh7),"Chiriguano, Guarani",1900,Chiriguano (SF10),in process,-20,-63,-20,-63,Original,
Sh8,xd1395,Toba,toba1269,Toba (Sh8),"Qom-lik, Qom, Tacshic, Toqoit",1964,Toba (SI12),in process,-25,-60,-25,-60,Original,
Sh9,xd1396,Lengua,leng1262,Lengua (Sh9),,1890,,,-23,-59,-23,-59,Original,
Si1,xd1397,Bororo,boro1282,Bororo (Si1),,1920,Bororo (SP08),http://ehrafworldcultures.yale.edu/collection?owc=SP08,-16,-55,-16,-55,Original,
Si10,xd1398,Kuikuru,kuik1246,Kuikuru (Si10),Ukuge,1950,,,-13,-54,-13,-54,Original,
Si2,xd1399,Trumai,trum1247,Trumai (Si2),Ho kod ke,1930,Trumai (SP23),http://ehrafworldcultures.yale.edu/collection?owc=SP23,-12,-53,-12,-53,Original,
Ab13,xd14,Tswana,tswa1253,Tswana (Ab13),"Batswana, Bechuana",1880,,,-24,27,-24,27,Original,
Ae21,xd140,Kela,yela1238,Kela (Ae21),"Akela, Bakela, Ekela, Ikela",1920,,,-3,23,-3,23,Original,"Note, previously kela1254 but changed by non-KK DPLACE editor in early 2016 (before 8April2016); earlier KK note: ISO recognized by SIL, but considered bookkeeping by Glottolog"
Si3,xd1400,Bacairi,baka1277,Bacairi (Si3),,1940,Bakairi (SP07),http://ehrafworldcultures.yale.edu/collection?owc=SP07,-14,-55,-14,-55,Original,
Si4,xd1401,Nambikwara,sout2994,Nambicura (Si4),Nambicura,1940,Nambicuara (SP17),http://ehrafworldcultures.yale.edu/collection?owc=SP17,-12,-59,-12,-59,Original,
Si5,xd1402,Kamayurá,kama1373,Camayura (Si5),Camayura,1940,,,-12,-54,-12,-54,Original,
Si6,xd1403,Guató,guat1253,Guato (Si6),Guato,1900,,,-19,-58,-19,-58,Original,
Si7,xd1404,Paresi,pare1272,Paressi (Si7),Paressi,1910,,,-15,-58,-15,-58,Original,
Si8,xd1405,Umotina,umot1240,Umotina (Si8),,1940,,,-15,-57,-15,-57,Original,
Si9,xd1406,Aweti,awet1244,Aueto (Si9),"Aueto, Aueti",1940,,,-12,-54,-12,-54,Original,
Sj1,xd1407,Carajá,kara1500,Caraja (Sj1),Caraja,1950,Karaja (SP09),in process,-12,-50,-12,-50,Original,
Sj10,xd1408,Cayua,mbya1239,Cayua (Sj10),"Abá, Cayua, Caingua, Guaraní, Guarani",1950,Cayua (SM04),http://ehrafworldcultures.yale.edu/collection?owc=SM04,-26,-54,-26,-54,Original,
Sj11,xd1409,Shavante,xava1240,Shavante (Sj11),,1958,,,-14,-52,-14,-52,Original,
Ae22,xd141,Kutsu,kusu1252,Kutshu (Ae22),"Kutshu, Ankutshu, Bankutshu, Wankutshu",1900,,,-4,22,-4,22,Original,
Sj2,xd1410,Sherente,xere1240,Sherente (Sj2),Cherente,1850,,,-9,-48,-9,-48,Original,
Sj3,xd1411,Aweikoma,xokl1240,Aweikoma (Sj3),"Xokleng, Shokleng, Botocudo of Santa Catarina, Bugre, Kaingang of Santa Catarina (though Aweikoma and Kaingang today considered separate groups)",1910,Xokleng (SM03),http://ehrafworldcultures.yale.edu/collection?owc=SM03,-28,-50,-28,-50,Original,
Sj4,xd1412,Canela,cane1242,Ramcocamecra (Sj4),"Ramcocamecra, Timbira, Canella",1930,Canela (SO08),http://ehrafworldcultures.yale.edu/collection?owc=SO08,-7,-45,-7,-45,Original,
Sj5,xd1413,Aimoré,kren1239,Botocudo (Sj5),"Nac-nanuk, Nac-poruk, Botocudo",1880,,,-18,-42,-18,-42,Original,
Sj6,xd1414,Tenetehara,temb1276,Tenetehara (Sj6),,1930,,,-3,-46,-3,-46,Original,
Sj7,xd1415,Apinaye,apin1244,Apinaye (Sj7),,1920,,,-6,-49,-6,-49,Original,
Sj8,xd1416,Tupinambá,tupi1273,Tupinamba (Sj8),Tupinamba,1600,Tupinamba (SO09),http://ehrafworldcultures.yale.edu/collection?owc=SO09,-8,-35,-8,-35,Original,
Sj9,xd1417,Kayapo,kaya1330,Coroa (Sj9),"Coroa, Northern Cayapo",1950,,,-8,-52,-8,-52,Original,Note 8Feb2018: Changed based on note from HH: Unclear why this is not simply Kayapó [txu]?!
Ae23,xd142,Lalia,ngan1302,Lalia (Ae23),"Dzalia, Lolia",1930,,,-1,23,-1,23,Original,"Note, previously lali1242 but changed by non-KK DPLACE editor in early 2016 (before 8April2016); earlier KK note: ISO recognized by SIL, but considered bookkeeping by Glottolog; could POTENTIALLY be linked to nxd - ngan1302, as a few online sources suggest that Lalia people speak ""Longando"" (Ngando, nxd), which wikipedia reports is a sister(?) langage of Lalia (lal)."
Ae24,xd143,Mongo,long1393,Mongo (Ae24),"Balolo, Bamongo, Lolo, Mbongo",1920,,,1,22,1,22,Original,"Note, dialect should be that spoken in Opala territory."
Ae25,xd144,Tetela,tete1250,Tetela (Ae25),Batetela,1920,,,-4,25,-4,25,Original,
Ae26,xd145,Topoke,poke1238,Topoke (Ae26),"Foma, Tofoke",1910,,,0,24,0,24,Original,
Ae27,xd146,Lokele,kele1255,Lokele (Ae27),"Likile, Lukelle",1910,,,1,25,1,25,Original,
Ae28,xd147,Ngala,ling1263,Ngala (Ae28),"Bangala, Boloki, Gens d'Eau",1900,,,1,18,1,18,Original,
Ae29,xd148,Poto,luse1252,Poto (Ae29),"Bapoto, Foto, Mafoto, Upoto",1900,,,2,22,2,22,Original,
Ae3,xd149,Fang,fang1246,Fang (Ae3),"Fan, Pahouin, Pangwe",1910,Fang (FH09),in process,1,11,1,11,Original,
Ab14,xd15,Lovedu,lobe1242,Lovedu (Ab14),Balovedu,1930,Lovedu (FX14),in process,-24,31,-24,31,Original,
Ae30,xd150,Bira,bila1255,Bira (Ae30),"Babeyru, Babira, Babila, Wabira",1920,,,1,29,1,29,Original,
Ae31,xd151,Budu,budu1250,Budu (Ae31),"Babudu, Banabuddu, Mabudu, Wabuddu",1920,,,2,28,2,28,Original,
Ae32,xd152,Kumu,komo1260,Kumu (Ae32),"Bakumu, Wakumu",1920,,,-1,27,-1,27,Original,
Ae33,xd153,Ndaka Babali,bali1274,Ndaka Babali (Ae33),"Bandaka, Bali, Babali, Mabali, Mobale (formerly erroneously called Ndaka)",1920,,,1,27,1,27,Original,
Ae34,xd154,Plains Bira,bera1259,Plains Bira (Ae34),Babira,1920,,,1,30,1,30,Original,
Ae35,xd155,Rumbi,lomb1254,Rumbi (Ae35),"Barumbi, Warumbi",1900,,,0,28,0,28,Original,
Ae36,xd156,Bombesa,mbes1238,Bombesa (Ae36),"Mbesa, Mombesa",1920,,,1,23,1,23,Original,
Ae37,xd157,Budja,budz1238,Budja (Ae37),"Babudza, Mbudja",1930,,,3,23,3,23,Original,
Ae38,xd158,Ndoko,doko1244,Ndoko (Ae38),Doko,1920,,,2,21,2,21,Original,
Ae39,xd159,Ngombe,binj1250,Ngombe (Ae39),Gombe,1920,,,2,20,2,20,Original,
Ab15,xd16,Pedi,tswe1238,Pedi (Ab15),Bapedi,1860,,,-25,30,-25,30,Original,
Ae4,xd160,Nkundo,nkun1238,Nkundo (Ae4),,1930,Mongo (FO32),http://ehrafworldcultures.yale.edu/collection?owc=FO32,0,20,0,20,Original,
Ae40,xd161,Dzem,njye1238,Dzem (Ae40),"Djem, Ndjem, Nyem",1910,,,3,14,3,14,Original,
Ae41,xd162,Kota,ndas1238,Kota (Ae41),"Bakota, Ikota, Kuta",1940,,,1,14,1,14,Original,"Note 8Feb2018: Changed based on note from HH: The Kota (""Kota Sud"") described by Andersson matches better with Ndasa [nda]."
Ae42,xd163,Ngumba,kwas1243,Ngumba (Ae42),Mvumba,1900,,,3,11,3,11,Original,
Ae43,xd164,Sanga,bomw1238,Sanga (Ae43),"Basanga, Bosanga, Masanga, Missanga",1900,,,2,16,2,16,Original,
Ae44,xd165,Bubi,bube1242,Bubi (Ae44),"Adija, Ediya",1920,,,4,9,3.54,8.72,Revised,
Ae45,xd166,Kundu,orok1266,Kundu (Ae45),Bakundu,1900,,,10,9,10,9,Original,
Ae46,xd167,Mpongwe,myen1241,Mpongwe (Ae46),"Empongwe, Pongo",1870,,,-2,10,-2,10,Original,
Ae47,xd168,Puku,bata1285,Puku (Ae47),Bapuku,1900,,,2,10,2,10,Original,
Ae48,xd169,Bafia,bafi1243,Bafia (Ae48),"Bekpa, Fia",1930,,,5,11,5,11,Original,
Ab16,xd17,Lenge,leng1257,Lenge (Ab16),Valenge,1930,,,-25,34,-25,34,Original,
Ae49,xd170,Bali Nyonga,mung1266,Bali (Ae49),"Bali, Bulu, Bani, Li",1900,,,6,10,6,10,Original,
Ae5,xd171,Bamileke,fefe1239,Bamileke (Ae5),,1910,,,5,10,5,10,Original,
Ae50,xd172,Bamum,bamu1253,Bamum (Ae50),"Bamun, Mum",1920,,,6,11,6,11,Original,
Ae51,xd173,Banen,tune1261,Banen (Ae51),,1940,,,5,11,5,11,Original,
Ae52,xd174,Fungom,mmen1238,Fungom (Ae52),,1950,,,7,10,7,10,Original,
Ae53,xd175,Koko,bako1249,Koko (Ae53),"Bakoko, Betjek, Mwele",1920,,,4,11,4,11,Original,
Ae54,xd176,Kom,komc1235,Kom (Ae54),"Bahom, Bamekom, Bikom",1950,,,6,10,6,10,Original,
Ae55,xd177,Ndob,band1349,Ndob (Ae55),"Bandob, Mburukem, Ndop",1950,,,6,10,6,10,Original,
Ae56,xd178,Nsaw,lamn1239,Nsaw (Ae56),Bansaw,1950,,,6,11,6,11,Original,
Ae57,xd179,Nsungli,limb1268,Nsungli (Ae57),Dzungle,1930,,,6,11,6,11,Original,
Ab17,xd18,Ndau,ndau1241,Ndau (Ab17),Vandau,1920,,,-20,34,-20,34,Original,
Ae58,xd180,Tikar,tige1238,Tikar (Ae58),,1910,,,6,12,6,12,Original,
Ae59,xd181,Widikum,meta1238,Eidekum (Ae59),"Eidekum, Widekum",1950,,,6,10,6,10,Original,
Ae6,xd182,Luba,luba1250,Luba (Ae6),Baluba,1930,,,-8,26,-8,26,Original,
Ae7,xd183,Baboa,bwaa1238,Babwa (Ae7),"Babwa, Ababwa, Bobua",1910,,,3,25,3,25,Original,Note 8Feb2018: Changed based on note from HH: These refs refer to Bwa [bww] not Kwa' [bko] (a completely different lg in Cameroon).
Ae8,xd184,Rundi,rund1242,Rundi (Ae8),"Barundi, Warundi",1910,Barundi (FO58),http://ehrafworldcultures.yale.edu/collection?owc=FO58,-3,30,-3,30,Original,
Ae9,xd185,Fut,bafu1246,Fut (Ae9),"Bafut, Fu",1950,,,6,10,6,10,Original,
Af1,xd186,Fon,fonn1241,Fon (Af1),"Dahomey, Dahomeans",1890,Fon (FA18),http://ehrafworldcultures.yale.edu/collection?owc=FA18,7,2,7,2,Original,
Af10,xd187,Igbo,nucl1417,Ibo (Af10),Ibo,1930,Igbo (FF26),http://ehrafworldcultures.yale.edu/collection?owc=FF26,6,7,6,7,Original,
Af11,xd188,Toma,toma1245,Toma (Af11),,1920,,,11,-9,11,-9,Original,
Af12,xd189,Akyem,akye1239,Akyem (Af12),Akwahu,1930,Twi (FE12),http://ehrafworldcultures.yale.edu/collection?owc=FE12,7,-1,7,-1,Original,
Ab18,xd19,Shona,shon1251,Shona (Ab18),Mashona,1920,Shona (FS05),http://ehrafworldcultures.yale.edu/collection?owc=FS05,-19,31,-19,31,Original,"Note 8Feb2018: Note: HH notes that one of the cited ethnographic references (Prost 1956) refers to a completely different West African linguistic group. The assignment of Shona here appears to be correct. Focus is on ""Zezuru"", which is listed as a dialect of ""Shona"" (zezu1238 <- shon1251)."
Af13,xd190,Ebira,ebir1243,Igbira (Af13),"Igbira, Egbiri, Kotokori",1920,,,8,7,8,7,Original,
Af14,xd191,Sherbro,sher1258,Sherbro (Af14),Mampua,1930,,,7,-13,7.52,-12.69,Revised,
Af15,xd192,Kpelle,libe1247,Kpelle (Af15),"Guerse, Kpese",1920,Kpelle (FD06),http://ehrafworldcultures.yale.edu/collection?owc=FD06,7,-9,7,-9,Original,
Af16,xd193,Banyang,keny1279,Banyang (Af16),"Banjangi, Konguan, Manyang, Nyangi",1910,,,6,9,6,9,Original,
Af17,xd194,Boki,boky1238,Boki (Af17),Nki,1900,,,6,9,6,9,Original,
Af18,xd195,Ekoi,ejag1239,Ekoi (Af18),,1900,,,6,8,6,8,Original,
Af19,xd196,Efik,efik1245,Efik (Af19),Riverain Ibibio,1950,,,5,8,5,8,Original,
Af2,xd197,Kissi,nort2765,Kissi (Af2),Ghizi,1950,,,9,-10,9,-10,Original,
Af20,xd198,Ibibio,ibib1240,Ibibio (Af20),,1910,,,5,8,5,8,Original,
Af21,xd199,Ijaw,kala1381,Ijaw (Af21),Ijo,1920,,,2,6,4.37,6.58,Revised,
Aa2,xd2,Dorobo,okie1245,Dorobo (Aa2),"Andorobo, Okiek, Wandorobbo",1920,Okiek (FL20),http://ehrafworldcultures.yale.edu/collection?owc=FL20,0,36,0,36,Original,
Ab19,xd20,Ambo,ndon1254,Ambo (Ab19),Ovambo,1910,,,-17,16,-17,16,Original,
Af22,xd200,Itsekiri,isek1239,Itsekiri (Af22),"Awerri, Jekri, Warri",1940,,,6,5,6,5,Original,
Af23,xd201,Afikpo,afik1238,Afikpo (Af23),,1950,Igbo (FF26),http://ehrafworldcultures.yale.edu/collection?owc=FF26,6,8,6,8,Original,
Af24,xd202,Edo,bini1246,Edo (Af24),Bini,1900,,,6,6,6,6,Original,
Af25,xd203,Isoko,isok1239,Isoko (Af25),,1930,,,5,6,5,6,Original,
Af26,xd204,Kukuruku,yekh1238,Kukuruku (Af26),,1900,,,7,6,7,6,Original,
Af27,xd205,Eloyi,eloy1241,Afo (Af27),"Eloyi, Afo",1950,,,8,8,8,8,Original,
Af28,xd206,Gbagyi,gbar1246,Gbari (Af28),"Gbari, Gwali",1910,,,10,10,10,10,Original,
Af29,xd207,Idoma,idom1241,Idoma (Af29),,1950,,,7,8,7,8,Original,
Af3,xd208,Ashanti,asan1239,Ashanti (Af3),Twi,1900,Twi (FE12),http://ehrafworldcultures.yale.edu/collection?owc=FE12,7,-2,7,-2,Original,
Af30,xd209,Igala,igal1242,Igala (Af30),Igara,1920,,,7,7,7,7,Original,
Ab2,xd21,Swazi,swat1243,Swazi (Ab2),Amaswazi,1880,,,-27,32,-27,32,Original,
