id,key,citation
jensen1936,"Jensen, 1936","Jensen, A. E. 1936. Im Lande des Gada. Stuttgart."
jensen1959,"Jensen, 1959","Jensen, A. E., ed. 1959. Altvolker Sud-Aethiopiens. Stuttgart."
jochelson190508,"Jochelson, 1905-08","Jochelson, W. 1905-08. The Koryak. Mem. Amer. Mus. Nat. Hist. 10."
jochelson191926,"Jochelson, 1919-26","Jochelson, W. 1919-26. The Yukaghir and Yukaghirized Tungus. Memoirs of the American Museum of Natural History, 13. 1-469."
jochelson1925,"Jochelson, 1925","Jochelson, A. 1925. Archeaological Investigations in the Aleutian Islands. Washington."
jochelson1926,"Jochelson, 1926","Jochelson, Waldemar. 1926. Archaeological investigations in the Aleutian Islands, Carnegie Institute of Washington, Publication xx."
jochelson1933,"Jochelson, 1933","Jochelson, W. 1933. The Yakut. Anth. Pap. Amer. Mus. Nat. Hist. 33: 35-225. Corrigenda to Table 1.<"
joffe1940,"Joffe, 1940","Joffe, N. 1940. The Fox of Iowa. Acculturation in Seven American Indian Tribes, ed. R. Linton, pp. 259-332. New York."
johnson1922,"Johnson, 1922","Johnson, W. P. 1922. Nyasa: The Great Water. London."
johnson1930,"Johnson, 1930","Johnson, E. 1930. Pioneers of Freedom. Boston."
johnson1938,"Johnson, 1938","Johnson, F. 1938. The Caribbean Lowland Tribes. Bull. Bur. Amer. Ethnol. 143: iv, 231-251."
johnson1943,"Johnson, 1943","Johnson, F. 1943. Notes on Micmac Shamanism. Primitive Man 16: 53-80."
johnson1948,"Johnson, 1948","Johnson, F. 1948. The Caribbean Lowland Tribes: The Talamancan Division. Bulletins of the Bureau of American Ethnology 143: iv, 231-251."
johnson1950,"Johnson, 1950","Johnson, J. B. 1950. The Opata. Univ. New Mex. Publ. Anth. 6: 1-50."
johnson1962,"Johnson, 1962","Johnson, B. E. 1962. California's Gabrielino Indians. F. W. Hodge Anniv. Publ. Fund 8: 1-198."
johnson1967,"Johnson, 1967","Johnson, H. A. 1967. The Fulani Empire of Sokoto. London."
johnstone1902,"Johnstone, 1902","Johnstone, H. B. 1902. Notes on the Customs of the Tribes occupying Mombasa Sub-District. Journ. Roy. Anth. Inst. 32: 263-272."
jones1913,"Jones, 1913","Jones, W. 1913. Kickapoo Ethnological Notes. Amer. Anth. 15: 332-335."
josephandmurray1951,"Joseph and Murray, 1951","Joseph, A., and V. F. Murray. 1951. Chamorros and Carolinians of Saipan: personality tests with an analysis of the Bender Gestalt test by Lauretta Bender. Cambridge, Harvard University Press."
josephetal1949,"Joseph et al., 1949","Joseph. A., R. B. Spicer, and J. Chesky. 1949. The Desert People. Chicago."
joset1936,"Joset, 1936","Joset, P. E. 1936. Les Babira de la plaine. Anvers."
josselindejong1912,"Josselin de Jong, 1912","Josselin de Jong, J. P. B. de. 1912. Social Organization of the Southern Piegans. Int. Arch. Ethnog. 20: 191-197."
josselindejong1952,"Josselin de Jong, 1952","Josselin de Jong, P. E. de. 1952. Minangkabau and Negri Sembilan. The Hague."
joubert1939,"Joubert, 1939",Joubert. 1939. Les coutumes et le droit chez les Kel Tadele. Bull Inst. Franc. Afr. Noire 1: 245-281.
junod1927,"Junod, 1927","Junod, H. A. 1927 (2d ed. ). The Life of a South African Tribe. 2v. London."
junod1936,"Junod, 1936","Junod, H. P. 1936. The Vachopi of Portuguese East Africa. The Bantu Tribes of South Africa, ed. A. M. Duggan-Cronin 4: ii, 39-59. Canmbridge."
jurchenkov1995,"Jurchenkov, 1995","Jurchenkov, V. 1995. Vzgljad so storony. Mordovskij narod i kraj v sochinenijah zapadnoevropejskih avtorov VI-XVIII stoletij (Look from the Outside: The Mordva People and Land in the Works of West European Authors of the Sixth to Eighteenth Centuries). Saransk."
justinard1908,"Justinard, 1908",Justinard. 1908. Les Ait Ba Amran. Villes et Tribus du Maroc 8: 1-144.
kaberry1941,"Kaberry, 1941","Kaberry, P. M. 1941. The Abelam Tribe. Oceania 11: 233-257."
kaberry1952,"Kaberry, 1952","Kaberry, P. M. 1952. Women of the Grassfields. London."
kagwa1934,"Kagwa, 1934","Kagwa, A. 1934. The Customs of the Baganda. New York."
kahin1963,"Kahin, 1963","Kahin, G. McT. 1963. Indonesia. Major Governments of Asia, ed. G. McT. Kahin, pp. 535-688. Ithaca."
kaindl1894,"Kaindl, 1894","Kaindl, R. F. 1894. Die Huzulen. Wien."
kamaraanddrummond1930,"Kamara and Drummond, 1930","Kamara, K., and D. B. Drummond. 1930. Marriage Customs Amongst the Kurankos. Sierra Leone Stud. 16: 57-66."
kaneandsegawa1956,"Kane and Segawa, 1956","Kane, T., and K. Segawa. 1956. An Illustrated Ethnography of Formosa, V. 1: The Yumi. Tokoyo."
kane1939,"Kane, 1939","Kane, A. S. 1939. Coutume civile et penale toucouleur. Publ. Com. Et. Hist. Scient. Afr. Occ. Franc., ser. A, 8: 55-115."
kane1970,"Kane, 1970","Kane, E. 1970. An Analysis of the Cultural Factors Inimical to the Development of the Nationalistic-Revivalistic Industrial Process of Rural Irish Gaeltachts. Ph. D. dissertation, University of Pittsburgh."
kane1972,"Kane, 1972","Kane, E. 1972. Personal communication."
kang1931,"Kang, 1931","Kang, Y. 1931. The Grass Roof. New York."
kannenberg1900,"Kannenberg, 1900",Kannenberg. 1900. Reise durch die hamitischen Sprachgebiete um Kondo. Mitt. Deutsch. Schutzgeb. 13: 144-172.
kantemir1973,"Kantemir, 1973","Kantemir, D. K. 1973. Opisanie Moldavii (Description of Moldova). Kishinev."
kapstein1922,"Kapstein, 1922","Kapstein, Gregorious. 1922. Familie leven en seden bij de inboorlingen van den Evenaar. Congo, Vol. 3, Part 1: 531-549. Brussels, Goemaere, Imprimeur du Roi."
kardiner1939,"Kardiner, 1939","Kardiner, A. 1939. The Analysis of Tanala Culture. The Individual and His Society, pp. 291-351. New York."
karlov1982,"Karlov, 1982","Karlov, V. V. 1982. Evenki v 18-nachale 20 v. (Evenki in the Eighteenth-Beginning of the Twentieth Centuries). Moscow."
karlov1990,"Karlov, 1990","Karlov, V. V. 1990. Vvedenie v etnografiju narodov SSSR (Introduction to the Ethnography of the Peoples of the USSR). Vol. 1. Moscow."
karst190707,"Karst, 1907-07","Karst, J. 1907-07. Grundriss der Geschichite des armenischen Rechtes. Zeitschrift fur Vergleichende RechswissenschAft 19 313-422; 20:14-112."
karsten1932,"Karsten, 1932","Karsten, R. 1932. Indian Tribes of the Argentine and Bolivian Chaco. Soc. Scient. Fennica, Comm. Hum. Littl, 4: i, 1-236. Helsingfors."
karsten1935,"Karsten, 1935","Karsten, R. 1935. The Head-Hunters of Western Amazonas. Societas Scientiarum Fennica, Commentationes Humanarum Litterarum 7: 1-588. Helsingfors."
karsten1955,"Karsten, 1955","Karsten, R. 1955. The Religion of the Samek. Leiden."
karve194243,"Karve, 1942-43","Karve, I. 1942-43. Kinship Terminology and Kinship Usages in Gujarat and Kathiawab. Bull. Deccan Coll. Res. Inst. 4: 208-226. Poona."
karve1953,"Karve, 1953","Karve, I. 1953. Kinship Organisation in India. Deccan College Monogr. Ser. 11: 1-304. Poona."
kasdan1961,"Kasdan, 1961","Kasdan, L. 1961. Isfiya: Fission and Faction in a Druze Community. Ph. D. dissertation, University of Chicago."
kasdan1965,"Kasdan, 1965","Kasdan, L. 1965. Personal communication."
kaut1957,"Kaut, 1957","Kaut, C. R. 1957. The Western Apache Clan System. Univ. N. Mex. Publ. Anth. 9: 1: 99."
kawaguchi1909,"Kawaguchi, 1909","Kawaguchi, E. 1909. Three Years in Tibet. Benares and London."
kazantsev1866,"Kazantsev, 1866","Kazantsev, N. 1866. Opisanie bashkirtsev (A Description of the Bashkir). St. Petersburg."
keane1883,"Keane, 1883","Keane, A. H. 1883. On the Botocudos. Journal of the (Royal) Anthropological Institute 13: 199-213."
keane1900,"Keane, 1900","Keane, A. H. 1900. The Boer States, Land and People. London."
keate1788,"Keate, 1788","Keate, G. 1788. An Account of the Pelew Islands. London."
kees1923,"Kees, 1923","Kees, H. 1923. Aegypten. Munchen."
keesing1934,"Keesing, 1934","Keesing, F. M. 1934. Modern Samoa:Its Government and Changing Life. London."
keesing1939,"Keesing, 1939","Keesing, F. M. 1939. The Menomini Indians of Wisconsin. Mem. Amer. Phil Soc. 10: 1-261."
keesing1949,"Keesing, 1949","Keesing, F. M. 1949. Some Notes on Bontok Social Organization. Amer. Anth. 51: 578-601."
keesing1966,"Keesing, 1966","Keesing, R. M. 1966. Kwaio Kindreds. Southw. Journ. Anth. 22: 346-359."
keesing1967,"Keesing, 1967","Keesing, R. M. 1967. Statistical Models and Decision Models of Social Structure: A Kwaio Case. Ethnology 6: 1-16."
keesing1968,"Keesing, 1968","Keesing, R. M. 1968. Step Kin, In-laws, and Ethnoscience. Ethnology 7: 59-70."
kefeli1992,"Kefeli, 1992","Kefeli, V. I. 1992. Karaimy (The Karaim). Pushchino."
kellyandpalerm1952,"Kelly and Palerm, 1952","Kelly, I., and A. Palerm. 1952. The Tajin Totonac. Publ. Inst. Soc. Anth., Smiths, Inst., 13: 1-369."
kelly1932,"Kelly, 1932","Kelly, I. 1932. Ethnography of the Surprise Valley Paiute. Univ. Calif. Publ. Amer. Arch. Ethn. 31: 67-210."
kelly1938,"Kelly, 1938","Kelly, I. T. 1938. Band Organization of the Southern Paiute. Amer. Anth. 40: 633-634."
kelly1964,"Kelly, 1964","Kelly, I. T. 1964. Southern Paiute Ethnography 1: Eastern Bands. Salt Lake City (in press)."
kennedy1931,"Kennedy, 1931","Kennedy, D. G. 1931. Field Notes on the Culture of Vaitupu. Mem. Polyn. Soc. 9: 1-326. Ellice Islanders. Addenda to Table 2."
kennedy1957,"Kennedy, 1957","Kennedy, M. J. 1957. Panjabi Urban Society. Pakistan: Society and Culture, ed. S. Maron, pp. 81-103. New Haven."
kennedy1977,"Kennedy, 1977","Kennedy, J. G. 1977. Struggle for Change in a Nubain Community. Palo Alto."
kennett1925,"Kennett, 1925","Kennett, A. 1925. Bedouin Justice. Cambridge."
kenyatta1939,"Kenyatta, 1939","Kenyatta, J. 1939. Facing Mount Kenya. London."
keonigswald1908,"Keonigswald, 1908","Keonigswald, G. von. 1908. Die Cayuas. Globus 93: 376-381."
keppen1851,"Keppen, 1851","Keppen, P. 1851. Vod' i votskaja pjatina (The Votes and Votes' Region). Zhural ministerstva narodnogo prosveshchenija 70:41-67, 100-46."
keppen1853,"Keppen, 1853","Keppen, P. 1853. Selenija, obitaemye izhorami, v Sankt Peterburgskoj Gubemii (Settlements Inhabited by the Ingrians in the St. Petersburg Gubemia). Uchjonye zapiski imperatorskojA kademii naukp o I i III otdelenijam2 (3):412-22."
keurandkeur1955,"Keur and Keur, 1955","Keur, J. Y. and D. L. Keur 1955. The Deeply Rooted. Monogr. Amer. Ethn. Soc. 25: 1-208."
kimmenade1936,"Kimmenade, 1936","Kimmenade, M. van de. 1936. Les Sandawe. Anthropos 31: 395-416."
kinietz1940a,"Kinietz, 1940a","Kinietz, W. V. 1940. The Indians of the Western Great Lakes, 1615-1760. Occasional Contributions from the Museum of Anthropology, University of Michigan 10: 1-427."
kinietz1940b,"Kinietz, 1940b","Kinietz, W. V. 1940. The Indians of the Western Great Lakes. Occas. Cont. Mus. Anth. Univ. Michigan 10: 161-225."
kinietz1940c,"Kinietz, 1940c","Kinietz, W. V. 1940. The Indian Tribes of the Western Great Lakes. Occas. Contr. Mus. Anth. Univ. Michigan 10: 226-307."
kinietz1940d,"Kinietz, 1940d","Kinietz, W. V. 1940. The Indian Tribes of the Western Great Lakes. Occ. Contr. Mus. Anth., Univ. Michigan 10: 308-316."
kinietz1947,"Kinietz, 1947","Kinietz, W. Vernon. 1947. Chippewa village: the story of Katikitegon. Cranbrook Institute of Science, Bulletin No. 25. Bloomfield Hills, Cranbrook Press."
kinkov1927,"Kinkov, 1927","Kinkov, A. 1927. K istorii sem'i i braka u bashkir, tatar, mordvy, chuvash (History of Family and Marriage among the Bashkir, Tatar, Mordva, Chuvash). Bashkirskij kraevedcheskij sborik 2:54-61."
kirchhoff1931,"Kirchhoff, 1931","Kirchhoff, Paul. 1931. Die VerwandtschAftsorganisation der Urwaldstamme Sudamerikas. Zeits, Ethnol, 63: 101-117."
kirchhoff1948b,"Kirchhoff, 1948b","Kirchhoff, Paul. 1948. The Warrau. Bulletins of the Bureau of American Ethnology 143: iii, 869-881."
kirchhoff1948a,"Kirchhoff, 1948a","Kirchhoff, Paul. 1948. The Caribbean Lowland Tribes: The Mosquito, Sumo, Paya, and Jicaque. Smithsonian Institution, Bureau of American Ethnology. Bulletin No. 143, 4: 219-229. Washington, Smithsonian Institution."
kissenberth1912,"Kissenberth, 1912","Kissenberth, W. 1912. Bei den Canella-Indianern in Zentral Maranhas. Baessler-Archiv 2: 45-54."
kiuru1993,"Kiuru, 1993","Kiuru, E. S. 1993. Motivy svatovstva i dobyvanija zheny v svadebnoj poezii i epicheskih runah izhorov (Motifs of Match-Making and Wife-Getting in Wedding Poetry and Epic Runas of the Ingrians). Fol'kloristika Karelii (Folklore Studies of Karelia), eds. E. S. Kiuru and N. A. Krinichnaja, pp. 22-38. Petrozavodsk."
kiuru1993b,"Kiuru, 1993b","Kiuru, E. S. 1993. Tema dobyvanija zheny v epicheskih runah. K semantike poeticheskih obrazov (Wife-Getting Motif in the Epic Runas: Towards the Semantics of Poetic Images). Petrozavodsk."
klementev1983,"Klement'ev, 1983","Klement'ev, V. I. 1983. Karely. Etnograficheskij ocherk (The Karelians: Ethnographic Essay). Petrozavodsk."
klementev1998,"Klement'ev, 1998","Klement'ev, V. I. 1998. Karely. Narody i religii mira. E ntsiklopedija (Peoples and Religions ofthe World. Encyclopedia. ), ed. V. A. Tishkov, pp. 225-7. Moscow."
klidschian1911,"Klidschian, 1911","Klidschian, A. 1911. Das armenische Eherecht und die Grundzuge der armenische Familienorganisation. Zeitschrift fur Vergleichende RechsweissenschAft, 25:252-377."
klima1964,"Klima, 1964","Klima, G. 1964. Jural Relations Between the Sexes Among the Barabaig. Africa 34: 9-20."
klineberg1934,"Klineberg, 1934","Klineberg, O. 1934. Notes on the Huichol. American Anthropologist 36: 446-460."
klose1899,"Klose, 1899","Klose, H. 1899. Togo unter deutscher Flagge. Berlin."
klose1903,"Klose, 1903","Klose, H. 1903. Das Bassarivolk. Globus 83: 309-314, 341-345."
kluckhohnandleighton1946,"Kluckhohn and Leighton, 1946","Kluckhohn, C., and D. C. Leighton. 1946. The Navaho. Cambridge."
kluckhohn1947,"Kluckhohn, 1947","Kluckhohn, Clyde. 1947. Some aspects of Navaho infancy and early childhood. Psychoanalysis and the Social Sciences 1: 37-86. New York, International Universities Press."
kluckhohn1962,"Kluckhohn, 1962","Kluckhohn, R. 1962. The Konso Economy. Markets in Africa, ed. P. Bohannan and G. Dalton, pp. 409-428. Evanston."
klunzinger1876,"Klunzinger, 1876","Klunzinger, C. B. 1876. Upper Egypt. New York."
kniffenetal1935,"Kniffen et al., 1935","Kniffen, F., G. MacGregor, R. McKennan, S. Mekeel, and M. Mook. 1935. Walapai Ethnography, ed. A. L. Kroeber. Mem. Amer. Anth. Assoc. 42: 1-295."
knudson1965,"Knudson, 1965","Knudson, K. E. 1965. Titiana: A Gilbertese Community in the Solomon Islands. Eugene."
knutsson1963,"Knutsson, 1963","Knutsson, K. E. 1963. Social Structure of the Mecca Galla. Ethnology 2: 506-511."
knutsson1967,"Knutsson, 1967","Knutsson, K. E. 1967. Authority and Change: A Study of the Kallu Institution Among the Macha Galla. Etnologiska Studier 29: 1-239. Goteborg."
kobben1956,"Kobben, 1956","Kobben, A. J. 1956. Le planteur noir. Et. Eburneennes 5: 7-190."
kobben1967a,"Kobben, 1967a","Kobben, A. J. G. 1967. Personal communication."
kobben1967b,"Kobben, 1967b","Kobben, A. J. G. 1967. Unity and Disunity: Cottica Djuka Society as a Kinship System. Bijd. Taal-, Land-, en Volkenkunde 123: 10-52."
koch1913,"Koch, 1913","Koch, C. W. H. 1913. Die Stamme des Bezirks Molundu. Baessler-Arch. 3: 257-312."
kochgrunberg1923a,"Koch-Grunberg, 1923a","Koch-Grunberg, T. 1923. Vom Roroima zum Orinoco 3. Stuttgart."
kochgrunberg1923b,"Koch-Grunberg, 1923b","Koch-Grunberg, T. 1923. Vom Roroima zum Orinoco 3: 250-355. Stuttgart."
kochkurkina1986,"Kochkurkina, 1986","Kochkurkina, S. I. 1986. Korela i Rus' (Karelia and Russia). Leningrad."
koenig1935,"Koenig, 1935","Koenig, S. 1935. The Ukrainians of Eastern Galicia. Unpublished Ph. D. dissertation, Yale University."
koentjaraningrat1960,"Koentjaraningrat, 1960","Koentjaraningrat, R. M. 1960. The Javanese of South Central Java. Social Structure in Southeast Asia, ed. G. P. Murdock, pp. 88-115. Chicago."
koentjaraningrat1961,"Koentjaraningrat, 1961","Koentjaraningrat, R. M. 1961. Some Social Anthropological Observations on Gotong Rojong Practices in Two Villages of Central Java. Ithaca."
koentjaraningrat1966,"Koentjaraningrat, 1966",Koentjaraningrat. 1966. Bride-Price and Adoption in the Kinship Relations of the Bgu. Ethnology 5: 233-243.
koentjaraningrat1967,"Koentjaraningrat, 1967","Koentjaraningrat, R. M. 1967. Tjelapar: A Village in South Central Java. Villages in Indonesia, ed. Koentjaraningrat, pp. 244-280. Ithaca."
kohler1906,"Kohler, 1906","Kohler, J. 1887, 1906. Das Recht der Armenier. Zietschrift fur Vergleichende RechtswissenschAft 7:385-436; 19:103-130."
kohler1970,"Kohler, 1970","Kohler, C. 1970. A new contribution to Nama Studies. African Studies 29: 279-285."
kohllarsen1958,"Kohl-Larsen, 1958","Kohl-Larsen, L. 1958. Wildbeuter in OstAfrika. Berlin."
komissarov1911,"Komissarov, 1911","Komissarov, G. I. 1911. Chuvashi Kazanskogo Zavolzh'ja (The Chuvash of the Kazan' Trans-Volga Region). Kazan'."
konkova1995,"Kon'kova, 1995","Kon'kova, O. 1995. Izhora. Zametki o narode, kotoryj zhil rjadom s nami, no ostalsja nam neznakom (The Izhora: Notes on an Ethnic Group Which Lived Near Us but Remained Unknown to Us). Rossijskaja provintsija 6:152-7."
konkova1996,"Kon'kova, 1996","Kon'kova, 0. 1996. Vod': <<Zemljia d erev'jab udut, a nas ne budet?? (The Votes: Land and Trees Will Be and We Will Not?). Rossijskaja provintsija 2:164-7."
konner1971,"Konner, 1971","Konner, M. J. 1971. Infants of a Foraging People. Mulch 1: v 44-73. [Dobe !Kung]."
konner1972,"Konner, 1972","Konner, M. J. 1972. Aspects of the Developmental Ethology of a Foraging People. Ethological Studies of Child Behavior, ed. N. G. Blurton Jones. Cambridge."
konner1973,"Konner, 1973","Konner, M. J. 1973. Infants of a Foraging People. Ph. D. Dissertation. Harvard."
konner1977,"Konner, 1977","Konner, M. J. 1977. Infancy among the Kalahari Desert San, in P. H. Leiderman and S. Tulkin. Culture and Infancy: Variation in the Human Experience. New York: Academic Press."
kootzkretschmer192629,"Kootz-Kretschmer, 1926-29","Kootz-Kretschmer, E. 1926-29. Die SAfwa. 3V. Berlin."
koppen1847,"Koppen, 1847","Koppen, P. 1847. Die Bewohner Kur- und Livlands im Allgemeinen und die Liven ins besondere. Bulletin de la Classe historico-philologiqued e l'AcademieI mperialed e sciences de Saint Petersbourg 3:257-61."
koppers1948,"Koppers, 1948","Koppers, W. 1948. Die Bhil in Zentralindien. Horn-Wien."
koppert1930,"Koppert, 1930","Koppert, V. A. 1930. Contributions to Clayoquot Ethnology. Cath. Univ. Anth. Ser. 1: 1-124."
kopytoff1955,"Kopytoff, 1955","Kopytoff, I. 1955. The Samoyed. New Haven."
kopytoff1961,"Kopytoff, 1961","Kopytoff, I. 1961. Extension of Conflict as a Method of Conflict Resolution Among the Suku of the Congo. Journal of Conflict Resolution 5:61-69."
kopytoff1964,"Kopytoff, 1964","Kopytoff, I. 1964. Family and Lineage Among the Suku of the Congo. The Family Estate in Africa, ed. R. F. Gray and P. H. Gulliver, pp. 83-116. Boston."
kopytoff1965,"Kopytoff, 1965","Kopytoff, I. 1965. The Suku of Southwestern Congo. Peoples of Africa, ed. J. L. Gibbs, Jr., pp. 441-477. New York."
kopytoff1971,"Kopytoff, 1971","Kopytoff, I. 1971. Thå Suku of the Congo: an ethnographic test of Hsu's hypothesis. Kinship and Culture, ed. F. L. K. Hsu. pp. 69-86. Chicago."
kopytoff1977,"Kopytoff, 1977","Kopytoff, I. 1977. Matrilineality, residence, and residential zone. American Ethnologist 4: 539-558."
korikov1898,"Korikov, 1898","Korikov, L. 1898. Sos'vinskie i Ijapinskie voguly Berezovskogo okruga. Tjumen'."
kormushin1998,"Kormushin, 1998","Kormushin, I. V. 1998. Udyhejskij (udegejskij) jazyk (The Udihe Language). Moscow."
kottack1972,"Kottack, 1972","Kottack, C. P. 1972. Ecological variables in the origin and evolution of African States: the Buganda example. Comparative Studies in Society and History 14: 351-380."
kovalevsky1888,"Kovalevsky, 1888","Kovalevsky, M. 1888. The Customs of the Ossetes. Journ. Roy. As. Soc., n. s., 20: 344-412."
kovalevsky1893,"Kovalevsky, 1893","Kovalevsky, M. 1893. Droit coutumier ossetien. Paris."
kozlov1981,"Kozlov, 1981","Kozlov, V. I. (ed. ). 1981. Mordva: istoriko-etnograficheskieo cherki (Mordva: Historical-Ethnographic Essays). Saransk."
kozlova1964,"Kozlova, 1964","Kozlova, K. I. 1964. Etnografija narodov Povolzh'ja (Ethnography of the Volga Region Peoples). Moscow."
kozlova1982,"Kozlova, 1982","Kozlova, K. I. 1982. Neslavjanskie narody evropejskoj chasti SSSR (Non- Slavic Peoples of the European Part of the USSR). Etnografija (Ethnography)e, ds. Ju. V. Bromlej and G. E. Markov, pp. 244-56. Moscow."
krader1954a,"Krader, 1954a","Krader, L. 1954. Buyat Religion and Society. Southw. Journ. Anth. 10: 322-351."
krader1954b,"Krader, 1954b","Krader, L. 1954. Kinship Systems of the Altaic Pastoralists of the Asiatic Steppe. Unpublished manuscript."
krader1957,"Krader, 1957","Krader, L. 1957. Personal communication."
krader1963,"Krader, 1963","Krader, L. 1963. Social Organization of the Mongol-Turkic Pastoral Nomads. The Hague."
krafft1914,"Krafft, 1914","Krafft, M. 1914. Die Rechtsverhaltnisse der Ovakuanyama und der Ovandonga. Mitt. Deutsch. Schutzgeb. 27: 17-35."
kraft1903,"Kraft, 1903","Kraft, A. 1903. Die Wapokomo. Rechtsverhaltnisse von eingeborenen Volkern in Afrika und Ozeanien, ed. S. R. Steinmetz, pp. 283-293. Berlin."
kramer190102,"Kramer, 1901-02","Kramer, A. 1901-02. Die Samoa-Inseln. 2V. Stuttgart."
kramer1906,"Kramer, 1906","Kramer, A. 1906. Hawaii, Ostmikronesien und Samoa, pp. 253-315. Stuttgart."
kramer1929,"Kramer, 1929","Kramer, A. 1929. Palau. Ergebnisse aus der Sudsee-Expedition 1908-1910, ed. G. Thilenius, 5 vols., B, III. Hamburg."
krasheninnikov1994,"Krasheninnikov, 1994","Krasheninnikov, S. P. 1994. Opisanie zemli Kamchatki (Description of the Kamchatkan Land). Vols. 1-2. St. Petersburg."
krause1911,"Krause, 1911","Krause, F. 1911. In den Wildnissen Brasiliens. Leipzig."
krause1956,"Krause, 1956","Krause, Aurel. 1956. The Tlingit Indians: results of a trip to the northwest coast of America and the Bering Straits, translated by Erna Gunter. University of Washington Press, Seattle."
kreinovich1973,"Kreinovich, 1973","Kreinovich, E. A. 1973. Nivhgu (The Gilyak). Moscow."
krenova1936,"Krenova, 1936","Krenova, J. 1936. The Chukchee Children. Indians at Work 3: 35-37."
krieger1926,"Krieger, 1926","Krieger, H. W. 1926. Material Culture of the People of Southeastern Panama. Bulletins of the United States National Museum 134: 1-133."
kriekenberg1918,"Kriekenberg, 1918","Kriekenberg, W. 1918. Die Totonaken. Baessler-Arch. 7: 1-55."
krigeandkrige1943,"Krige and Krige, 1943","Krige, E. J., and J. D. Krige. 1943. Realm of a Rain-Queen. London."
krige1936,"Krige, 1936","Krige, E. J. 1936. The Social System of the Zulus. London."
krige1937,"Krige, 1937","Krige, J. D. 1937. Traditional Origins and Tribal Relationships of the Sotho at Northern Transvaal. Bantu Studies 11: 321-356."
kroeber1899,"Kroeber, 1899","Kroeber, A. L. 1899. The Eskimo of Smith Sound. Bull. Amer. Mus. Nat. Hist. 12: 265-327."
kroeber1902,"Kroeber, 1902","Kroeber, A. L. 1902. A Preliminary Sketch of the Mohave Indians Amer. Anth. 4: 276-285."
kroeber190207,"Kroeber, 1902-07","Kroeber, A. L. 1902-07. The Arapaho. Bull. Amer. Mus. Nat. Hist. 17: 1-466."
kroeber1908,"Kroeber, 1908","Kroeber, A. L. 1908. Ethnology of the Gros Ventre. Anthropological Papers of the Museum of Natural History 1:141-281."
kroeber1917a,"Kroeber, 1917a","Kroeber, A. L. 1917. California Kinship Systems. Univ. Calif. Publ. Amer. Arch. Ethn. 12: 339-396."
kroeber1917b,"Kroeber, 1917b","Kroeber, A. L. 1917. Zuni Kin and Clan. Anthropological Papers of the Museum of Natural History 18: ii, 39-204."
kroeber1925a,"Kroeber, 1925a","Kroeber, A. L. 1925. Handbook of the Indians of California. Bureau of American Ethnology Bulletin No. 78. Smithsonian Institution, Washington, D.C."
kroeber1925b,"Kroeber, 1925b","Kroeber, A. L. 1925. Handbook of the Indians of California. Bulletins of the Bureau of American Ethnology 78: 1-97."
kroeber1925c,"Kroeber, 1925c","Kroeber, A. L. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 98-108."
kroeber1925d,"Kroeber, 1925d","Kroeber, A. L. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 279-304."
kroeber1925e,"Kroeber, 1925e","Kroeber, A. L. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 474-534."
kroeber1925f,"Kroeber, 1925f","Kroeber, A. I. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 550-568."
kroeber1925g,"Kroeber, 1925g","Kroeber, A. L. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 593-600."
kroeber1925h,"Kroeber, 1925h","Kroeber, A. I. 1925. Handbook of the Indians of California. Bull Bur. Amer. Ethn. 78: 620-635."
kroeber1925i,"Kroeber, 1925i","Kroeber, A. L. 1925. Handbook of the Indians of California. Bull. Bur. Amer. Ethn. 78: 726-780."
kroeber1931,"Kroeber, 1931","Kroeber, A. L. 1931. The Seri. Southw. Mus. Pap. 6: 1-60."
kroeber1932,"Kroeber, 1932","Kroeber, A. L. 1932. The Patwin and Their Neighbors. Univ. Calif. Publ. Amer. Arch. Ethn. 29: 375-391."
kroeber1934,"Kroeber, 1934","Kroeber, A. L. 1934. Yurok and Neighboring Kin Term Systems. Univ. Calif. Publ. Amer. Arch. Ethn. 35: 15-22."
kroeber1946,"Kroeber, 1946","Kroeber, A. L. 1946. The Chibcha. Bull. Bur. Amer. Ethn. 143: ii, 887-909."
kroeber1953,"Kroeber, 1953","Kroeber, A. L. 1953. Handbook of Indians of California. Berkeley."
kroeber1960,"Kroeber, 1960","Kroeber, A. L. 1960. Comparative Notes on the Structure of Yurok Culture. Washington State University Research Studies, Monographic Supplement 2: 1-576."
kropf1889,"Kropf, 1889","Kropf, A. 1889. Das Volk der Xosa-KAffern im ostlichen SudAfrika. Berlin."
krupnik1983,"Krupnik, 1983","Krupnik, I. I. 1983. Drevnie i traditsionnye poselenija eskimosov na jugo-vostoke Chukotki (Ancient and Modem Settlements of the Eskimos in the South-Eastern Part of Chukotka). Na styke Chukotki i Alaski (At the Meeting Point of the Chukotka and Alaska), ed. V. P. Alexeev, pp. 65-95. Moscow."
kruse1937,"Kruse, 1937","Kruse, A. 1937. Mundurucu Moieties. Primitive Man 7: 51-57."
