id,category,title,definition,type,notes,source,changes
WNAI254,"Economy, Property",Sharing of access to local food resources as a form of distribution within the society (intracommunity or local residence group),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Share access to resource areas locally
WNAI264,"Economy, Property",Barter or trade within communities for food and/or chattels (intracommunity or local residence-group),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Barter/trade within community
WNAI95,"Ecology: aquatic mammals, Ecology: overview",Total number of types of the 29 sea mammals available in tribal area,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Types of sea mammals in tribal area
WNAI294,"Marriage, Kinship",Estimated incidence of polygamy,"All forms of plural marriage (polygamy, polygyny, and polyandry)",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Estimated incidence of polygamy
WNAI223,"Labor, Economy, Material culture",Leather-hide-working: dressing skins locally,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Leather/hide working
WNAI434,"Marriage, Kinship",In-law avoidance,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",In-law avoidance
WNAI125,Ecology: fish,"Presence of Sockeye or red salmon, Oncorhynchus nerka",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sockeye/red salmon
WNAI432,"Religion, Ritual","Charms or magic to make persons reckless in gambling, or to make person successful in gambling",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gambling charms or magic
WNAI374,"Community organization, Ceremony",Quality or amount of gifts given at public ceremony if gifts are given by hosts to guests,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Quality/amount of gifts at public cers
WNAI69,Ecology: aquatic mammals,"Presence of Sperm whale, Physeter catodon",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sperm whale
WNAI357,"Politics, War, Community organization",Raids motivated by desire for prestige,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids for prestige
WNAI388,"Life cycle, Religion, Ritual",Private ceremony accompanying the most important naming event,A private ceremony for name bestowal is attended by kin and affines only.,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Naming: private ceremony at most important
WNAI375,"Community organization, Ceremony",Sponsorship and performance of all public ceremonies,,Categorical,"NOTE: Case 123 had a value of 0. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sponsors/performers of public ceremonies
WNAI137,Ecology: birds,"Presence of Swans, Olor spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Swans
WNAI327,"Marriage, Kinship, Property",Ownership of incorporeal property by demonstrated kinship units,"Incorporeal property includes special privileges, heirlooms, special rituals, dances, ceremonial objects, etc.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Incorporeal property by dem kin units
WNAI328,"Marriage, Kinship, Property",Ownership of incorporeal property by stipulated kinship units,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Incorporeal property by stip kin units
WNAI273,"Economy, Property",Ownership of house,,Categorical,"NOTE: Case 77 had a score of zero. This was changed to missing data [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ownership of house
WNAI181,"Technology, Material culture, Clothing",Position of apron,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Position of apron
WNAI253,"Economy, Property",Redistribution of food and chattels within a society (intracommunity or local residence group),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Redistribution of food/chattels locally
WNAI237,"Labor, Economy, Subsistence",Role of children and the aged in gathering,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in gathering
WNAI326,"Marriage, Kinship, Property",Ownership of corporeal property by stipulated kinship units,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Corporeal property by stip kin units
WNAI22,"Ecology: vegetation, Ecology: overview","Presence of Pinyon pine, Pinus edulis",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pinyon pine
WNAI272,"Economy, Property","Ownership of farming sites, including cultivated trees, but not tobacco plots",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ownership of farming sites
WNAI159,"Technology, Material culture, Subsistence, Ecology: vegetation",Milling stones,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Milling stones
WNAI376,"Life cycle, Religion, Ritual, Ceremony",Private ceremonies performed by restricted sodalities or the like,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Private ceremonies and their sponsors
WNAI386,"Life cycle, Religion, Ritual",By whom the most important name of a person is bestowed,"The ""most important name"" is that name which the tribe considers as most important. It can be a name of address, a name of reference, or a name that is recognized as possessing special properties and, in the owner?ÇÖs lifetime, in some societies it night never be used in reference or address.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Name: bestower of most important
WNAI14,"Ecology: vegetation, Ecology: overview","Presence of Maul oak or canyon live oak, Quercus chrysolepis",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Maul/canyon live oak
WNAI124,Ecology: fish,"Presence of Pink or humpback salmon, Oncorhynchus gorbuscha",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pink/humpback salmon
WNAI391,"Life cycle, Religion, Ritual",Most frequent ritual number associated with girls' puberty rites,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: most frequent ritual number
WNAI68,Ecology: aquatic mammals,"Presence of Goose-beaked whale, Ziphius cavirostris",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Goose-beaked whale
WNAI336,"Politics, Economy",Mode of succession to political leadership within the focal or typical local community,,Categorical,"NOTE: Cases 140, 141 and 143 had values of 14. Case 144 had a value of 15. Case 21 had a value of 21. All these were changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mode of succession within community
WNAI189,"Subsistence, Economy",Agricultural products grown for food,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agricultural products grown for food
WNAI222,"Labor, Economy, Material culture",Task-groups weave cotton/wool/hair into garments,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups weave cot/w/hair garments
WNAI196,"Subsistence, Economy",Animal husbandry--before contact with Europeans,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Animal husbandry before contact
WNAI395,"Life cycle, Religion, Ritual",Girls' puberty rites or female initiations near puberty: Posture in seclusion,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: posture in seclusion
WNAI315,"Marriage, Kinship",Location of dominant postnuptial residence with regard to demonstrated kinship units--bilateral or unilineal,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Post-nuptial res with dem kin units
WNAI409,"Life cycle, Religion, Ritual",Spirit quest by individual females: not associated with sodality initiations or group rites,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Spirit quest: individual females-not sod
WNAI116,Ecology: fish,"Presence of Western sea-lamprey, Entosphenus tridentatus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Western sea-lamprey
WNAI50,"Ecology: vegetation, Ecology: overview","Presence of Yamp, Carum gairdneri",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Yamp
WNAI219,"Labor, Economy, Material culture","Production task-groups for weaving of nets, baskets, or mats","Task-groups are defined as units of coworkers who regularly--i.e., daily, seasonally, or annually?Çöcoalesce to accomplish some task(s) jointly. Each member need not provide the same resources, or skills, or labor to accomplish the task. Membership is rather stable over a period of a few years",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups weave nets/baskets/mats
WNAI33,"Ecology: vegetation, Ecology: overview","Presence of Mescal, Agave palmeri",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave palmeri
WNAI136,"Ecology: fish, Ecology: overview, Subsistence",Relative amount of fish used as food by tribe,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Relative amount of fish used by tribe
WNAI265,"Economy, Property",Gift exchange within communities for food and/or chattels (intracommunity or local residence-group),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gift exchange within community
WNAI20,"Ecology: vegetation, Ecology: overview","Presence of Gambel oak, Quercus gambellii",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gambel/scrub oak
WNAI231,"Labor, Economy, Material culture",Production task-groups in boat building,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in boat building
WNAI238,"Labor, Economy, Subsistence",Production task-groups in gathering,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in gathering
WNAI411,"Religion, Ritual",Datura (Jimsonweed) taken by novices seeking spirit helpers or dreams,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Spirit quest: datura used
WNAI299,"Marriage, Kinship","Nonlateral marriage is approved (or dominant, or preferred, or prescribed)",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Non-lateral marriage
WNAI135,"Ecology: fish, Ecology: overview, Subsistence",Quantity of fish available in tribal territory: Average annual production in pounds per square mile of territory,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Quantity fish/sq.mile of tribal territory
WNAI74,Ecology: aquatic mammals,"Presence of Blue whale or Sulphur-bottomed whale, Sibbaldus musculus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Blue whale/sulphur-bottomed whale
WNAI195,"Subsistence, Economy",External sources of agricultural products used as nonfood or for beverages,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of agriculture not for food
WNAI371,"Community organization, Ceremony",Dominant sacred or profane nature of major public ceremonies,"The variable assesses whether major public ceremonies are by nature more sacred (dealing with supernatural acts and beliefs for supernatural ends), more profane (dealing with more mundane, less supernatural acts and ideology), or whether they are accompanied by both types of acts and ideology and there is no clear evidence to show that one dominates the other.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sacred/profane nature of major pub cers
WNAI168,"Technology, Material culture, Settlement",House-covering or exterior made of stone or earth materials,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House-covering or exterior of stone/earth
WNAI67,Ecology: aquatic mammals,"Presence of Pacific beaked whale, Mesoplodon stejnegeri",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific beaked whale
WNAI313,"Marriage, Kinship","Stipulated descent units, bilateral or unilineal",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Stipulated descent units
WNAI344,"Community organization, Ceremony",Nature of tribal sodalities,"A sodality is a subdivision of a society whose members are not primarily determined by kinship or by co-residence. Membership in these groups of ""associates,"" ""friends,"" ""comrades,"" etc., is generally voluntary and not ascribed at birth, though older relations may exert pressures to persuade a person to join the sodality that they consider to be the proper one. The tribal sodality is the most encompassing type, and it entails some procedure of initiation and education either in tribal lore, religious secrets, or both.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Nature of tribal sodalities
WNAI330,Kinship,Kinship terms for grandchildren,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Kinship terms for grandchildren
WNAI393,"Life cycle, Religion, Ritual",Girls' puberty rites or female initiations near puberty: Drink taboos,,Categorical,"NOTE: Case 171 had a value of 7. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: drink taboos
WNAI229,"Labor, Economy, Material culture",Boat building: all types of watercraft,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Boat building: all types watercraft
WNAI39,"Ecology: vegetation, Ecology: overview","Presence of Cholla cactus, Opuntia arborescens (and other cholla spp.)",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cholla cactus
WNAI36,"Ecology: vegetation, Ecology: overview","Presence of Soapweed, Yucca glauca or Datil, Y. baccata",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Soapweed, Yucca glauca (or Datil), Yucca baccata"
WNAI71,Ecology: aquatic mammals,"Presence of California gray whale, Eschrichtius gibbosus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California gray whale
WNAI32,"Ecology: vegetation, Ecology: overview","Presence of Mescal, Agave utahensis",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave utahensis
WNAI370,"Community organization, Ceremony",Attendance at largest public ceremony,"The ""largest"" public ceremony would be the one having the largest attendance, the most splendid event in the cultural repertoire, the one having the greatest number of ancillary activities, or a ceremony having some combination of these three attributes.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Attendance at largest public ceremony
WNAI429,"Religion, Ritual",White contagious or formulaic magic for good purposes,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",White contagious/formulaic magic for good
WNAI413,"Religion, Ritual",Differences between shamans' and laymen's spirit quests,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Spirit quest: differ shaman and layman
WNAI209,"Subsistence, Economy, Ecology: vegetation","External sources of roots, nuts, seeds, berries, fruit, tubers, or leaves, etc",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",External sources of wild plants
WNAI216,"Subsistence, Economy, Technology, Material culture",Maximum length of time food is stored,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Maximum length of time food is stored
WNAI384,"Life cycle, Religion, Ritual","Names bestowed on individuals: nicknames or common names of address, plus special names bestowed on individuals",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Naming: nick, common, address, special"
WNAI258,"Economy, Property",Reciprocity distribution of food and chattels between (or among) societies (intercommunity or extralocal residence-group reciprocity),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Reciprocity food/chattels extralocally
WNAI123,Ecology: fish,"Presence of Coho or silver salmon, Oncorhynchus kisutch",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Coho/silver salmon
WNAI61,"Ecology: vegetation, Ecology: overview","Presence of Lupine, Lupinus polyphyllus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Lupine
WNAI245,"Labor, Economy, Subsistence",Production task-groups in fishing,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in aquatic animal extraction
WNAI108,Ecology: terrestrial mammals,"Presence of White-tailed deer, Odocoileus virginiana",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",White-tailed deer
WNAI8,"Ecology: vegetation, Ecology: overview",Tribal natural vegetation area,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Tribal natural vegetation area
WNAI303,"Marriage, Kinship",Exchange of gifts (goods and services) between relatives of the bride and groom after the nuptial rite,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Exchges btwn rels of spouses after marrg
WNAI212,"Subsistence, Economy, Technology, Material culture",Dominant land-transportation of food or other goods,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant land transport food/goods
WNAI112,Ecology: terrestrial mammals,"Presence of Bison, Bison bison",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Bison
WNAI65,"Ecology: vegetation, Ecology: overview",Life Zones in the Tribal Territory,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Life zones in tribal territory
WNAI53,"Ecology: vegetation, Ecology: overview","Presence of Sunflower, Helianthus annuus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sunflower - Helianthus annus
