id,category,title,definition,type,units,source,changes,notes
SCCS948,"Marriage, Life cycle",When the Birth Celebration Occurs,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS949,"Marriage, Life cycle",Participants in the Birth Celebration. the Code Indicates the Most Extensive Group Which Participates in the Celebration of Birth,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Extensiveness of the Group (note source: DRW codebook)
SCCS950,"Marriage, Life cycle",Preferred Sex and Number of Children,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS951,"Marriage, Life cycle",Explanation of Barrenness,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Woman Is Blamed for Her Barrenness (note source: DRW codebook)
SCCS952,"Marriage, Life cycle",Penalties for Barrenness,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Severity of the Penalty the Woman Incurs If She Is Barren (note source: DRW codebook)
SCCS953,"Marriage, Life cycle",Contraception: Knowledge and Use of Means to Prevent the Conception of Children,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Responsibility for Contraception Devolves upon the Woman (note source: DRW codebook)
SCCS954,"Marriage, Life cycle",Social Approval for Abortion: Approval of and Rationale for Action Taken to Prevent the Birth of a Child by Expelling the Fetus before It Is Viable,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Amount of Social Disapproval towards Abortion (note source: DRW codebook)
SCCS955,"Marriage, Life cycle",Rationale for Abortions,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,"Ranked According to the Degree to Which Social Rather than Personal Considerations Lead to the Abortion. If There Is More than One Reason, Indicate the Most Frequent Reason First on the Code Sheet, Second, etc. up to Four Important Reasons. (note source: DRW codebook)"
SCCS956,"Marriage, Life cycle",Social Approval for Infanticide,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Amount of Social Disapproval Incurred If Infanticide Occurs (note source: DRW codebook)
SCCS957,"Marriage, Life cycle",Rationale for Infanticide. Each Category Indicates a Reason for Which an Infant Might Be Killed,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which Social Rather than Personal Reasons Lead to the Infanticide (note source: DRW codebook)
SCCS958,"Marriage, Life cycle",Restrictions on the Occasion of Intercourse. Each Category Specifies an Occasion When Intercourse Is Proscribed or Strongly Preferred Not to Take Place,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Occasion for Intercourse Is Tied to a Social Rather than N Individual State or Activity (note source: DRW codebook)
SCCS959,"Marriage, Life cycle",Extensions of the Incest Taboo. Each Category Specifies an Extension of the Incest Taboo beyond the Nuclear Family,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Emphasis Is on Nonkinship Considerations. the Coding Should Indicate the Focus of the Strongest Extension of the Incest Taboo (note source: DRW codebook)
SCCS960,"Marriage, Life cycle",Violation of the Incest Taboo,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Extent of the Consequences of Violating the Incest Taboo (note source: DRW codebook)
SCCS961,"Marriage, Life cycle",Restrictions on Premarital Sex,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree of Prohibition against Premarital Sex (note source: DRW codebook)
SCCS962,"Marriage, Life cycle",Violation of Restrictions on Premarital Sex. Each Category Specifies the Consequences a Woman Faces If She Violates a Premarital Sex Prohibition,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS963,"Marriage, Life cycle",Restrictions and Extramarital Sex,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Strength of the Prohibition against Extramarital Sex (note source: DRW codebook)
SCCS964,"Marriage, Life cycle",Punishment for Extramarital Sex,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Severity of Punishment That a Woman Receives If She Commits Adultery (note source: DRW codebook)
SCCS965,"Marriage, Life cycle",Violation: Who Is Punished for Adultery,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Woman Is Punished (note source: DRW codebook)
SCCS966,"Marriage, Life cycle",Violation: Who Punishes Adultery,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which Responsibility for Punishment of the Woman Resides with the Social Group (note source: DRW codebook)
SCCS967,"Marriage, Life cycle",Age of Woman at Establishment of Marriage: First Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS968,"Marriage, Life cycle",Age of Man at Establishment of Marriage: First Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS969,"Marriage, Life cycle",Choice of Spouse: Social Restrictions Which Limit an Individual's Choice of Whom He Can Marry,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree That Nonkinship Considerations Play an Important Role (note source: DRW codebook)
SCCS970,"Marriage, Life cycle","Marriage Proposal: besides the Groom, Whose Proposal Is Regarded as Most Necessary in Initiating Marriage","Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to How Extensive a Group Is Involved in Initiating Marriage (note source: DRW codebook)
SCCS971,"Marriage, Life cycle",Consent to Marry: How Necessary Is the Consent of the Prospective Wife for Marriage Arrangements to Proceed,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS972,"Marriage, Life cycle",Consent to Marry: How Necessary Is the Consent of the Prospective Husband for Marriage Arrangements to Proceed,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS973,"Marriage, Life cycle",Degree of Marriage Celebration,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS974,"Marriage, Life cycle",Type of Participants in the Wedding,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to How Extensive the Group Is (note source: DRW codebook)
SCCS975,"Marriage, Life cycle",The Rights Transferred by Women at Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS976,"Marriage, Life cycle",The Rights Transferred by Men at Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS977,"Marriage, Life cycle",Finality: Factors That Are Important for the Firm Establishment of a Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which Its Establishment Depends on the Groom. the Code Reflects the Most Important Obligation That Must Be Met before the Marriage Is Considered Final (note source: DRW codebook)
SCCS978,"Marriage, Life cycle",Grounds for Divorce: Wife's Reasons given for Dissolving a Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS979,"Marriage, Life cycle",Grounds for Divorce: Husband's Reasons given for Dissolving a Marriage,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS980,"Marriage, Life cycle",Restrictions on Divorce,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Difficulty a Woman Has in Obtaining a Divorce (note source: DRW codebook)
SCCS981,"Marriage, Life cycle",Rights over Offspring after Divorce,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to the Degree to Which the Husband Retains Custody over the Children after a Divorce (note source: DRW codebook)
SCCS982,"Marriage, Life cycle",Remarriage after Divorce,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,Ranked According to How Difficult It Is to Remarry after a Divorce (note source: DRW codebook)
SCCS983,"Marriage, Life cycle",Property Exchanges after Divorce. Ranked in Order of the Amount of Financial Loss Incurred by the Wife When a Divorce Occurs,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,
SCCS984,"Marriage, Life cycle",Remarriage of Widows,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Categorical,,frayser1985varieties,,The Categories Are Ranked in Order of the Degree of Restriction a Woman Faces to Remarry after Her Husband's Death (note source: DRW codebook)
SCCS985,"Marriage, Life cycle",Length of Time before a Widow Remarries,"Frayser, S. G. (1985). Varieties of sexual experience: An anthropological perspective on human sexuality. Human Relations Area Files.",Ordinal,,frayser1985varieties,,
SCCS986,"Childhood, Life cycle",Importance of Mothers for Boys,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS987,"Childhood, Life cycle",Importance of Mothers for Girls,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS988,"Childhood, Life cycle","Importance of Mothers for Both Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS989,"Childhood, Life cycle",Importance of Fathers for Boys,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS990,"Childhood, Life cycle",Importance of Fathers for Girls,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS991,"Childhood, Life cycle","Importance of Fathers for Both Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS992,"Childhood, Life cycle",Importance of Others for Boys,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS993,"Childhood, Life cycle",Identification of Others for Boys,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Categorical,,rohner1982enculturative,,
SCCS994,"Childhood, Life cycle",Importance of Others for Girls,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS995,"Childhood, Life cycle",Identification of Others for Girls,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Categorical,,rohner1982enculturative,,
SCCS996,"Childhood, Life cycle","Importance of Siblings (Usually Older Sisters) for Both Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS997,"Childhood, Life cycle","Importance of Grandparents (Usually Grandmothers) for Both Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS998,"Childhood, Life cycle","Importance of Others for Both Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS999,"Childhood, Life cycle","Identification of Others for Boys and Girls, without Regard to Gender","Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Categorical,,rohner1982enculturative,,
SCCS1000,"Childhood, Life cycle",Enculturative Continuity for Boys,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1001,"Childhood, Life cycle",Incomplete Continuity for Boys: Age,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1002,"Childhood, Life cycle",Enculturative Continuity for Girls,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1003,"Childhood, Life cycle",Incomplete Continuity for Girls: Age,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1004,"Childhood, Life cycle",Enculturative Continuity for Both Boys and Girls without Regard for Gender,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1005,"Childhood, Life cycle",Incomplete Continuity for Both Boys and Girls without Regard for Gender: Age,"Rohner, R. P., & Rohner, E. C. (1982). Enculturative continuity and the importance of caretakers: Cross-cultural codes. Behavior Science Research, 17(1-2), 91-114.",Ordinal,,rohner1982enculturative,,
SCCS1073,"Subsistence, Economy, Data Quality, Modernization",Change in 100 Years Prior to Observation,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Categorical,,bradley1990cross,,
SCCS1074,"Subsistence, Economy, Data Quality, Modernization",Extent of Change in Subsistence or Supportive System,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1075,"Subsistence, Economy, Data Quality, Modernization",Agricultural Intensification: Increase in Inputs without Increasing Land Area of Food Production,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1076,"Subsistence, Economy, Data Quality, Modernization",Non-agricultural Intensification,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1077,"Subsistence, Economy, Data Quality, Modernization",New Crops,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1078,"Subsistence, Economy, Data Quality, Modernization",New Animals,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1079,"Subsistence, Economy, Data Quality, Modernization",Change in Settlement Patterns,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1080,"Subsistence, Economy, Data Quality, Modernization",Expansion of Land Utilized in Subsistence or Supportive Practices,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1081,"Subsistence, Economy, Data Quality, Modernization",Major Loss of Subsistence Mode,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1082,"Subsistence, Economy, Data Quality, Modernization",Wage Labour Introduced,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1083,"Subsistence, Economy, Data Quality, Modernization",Wage Labour Increased,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1084,"Subsistence, Economy, Data Quality, Modernization",Introduction to Trade,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1085,"Subsistence, Economy, Data Quality, Modernization",Trade Increased,"Bradley, C., Moore, C. C., Burton, M. L., & White, D. R. (1990). A Cross?Cultural Historical Analysis of Subsistence Change. American Anthropologist, 92(2), 447-457.",Ordinal,,bradley1990cross,,
SCCS1116,"Warfare, Politics",Warfare Mortality (E&e 1983: 118),"White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1117,"Warfare, Politics","Internal Warfare (or Feuding) (E&e 1983: 178, 179, 185, 188, 304-306) (Ott: 143-49 Variable 4)","White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1118,"Warfare, Politics",Pacification by Date of Observation,"White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1119,"Warfare, Politics","External War Only (Ott: 143-49 Variables 4, 5, 6) (E&e: 204, 205, 207, 209, 304-306)","White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1120,"Warfare, Politics","Some External War (Ott: 143-49 Variables 5, 6) (E&e: 204, 205, 207, 209, 304-306)","White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1121,"Warfare, Politics","Depopulation (E&e 1983: 228, 293)","White, D. R., & Burton, M. L. (1988). Causes of polygyny: Ecology, economy, kinship, and warfare. American Anthropologist, 90(4), 871-887.",Categorical,,white1988causes,,"From ""STDS53.COD"" in WC 5#4:  ""Included here are some of the variety of codes used by Douglas White and Michael Burton (American Anthropologist 1988) as background variables in testing theories (including the role of warfare) about polygyny. Tests of ""Alternative Warfare Explanations"" (p. 881) included the use of a warfare mortality code by Ember and Ember (1983), and led to a compilation of internal and external warfare ratings by Keith Otterbein and Carol and Melvin Ember for societies in their samples that overlapped with the standard sample.  Annotations for locating the Embers' (and Otterbein's) codes are given in coding notes (STDS53.ANO).  White supplemented the codes on these variables by rating some of these same societies plus many others not rated by these other authors.  Reliabilities of the Ember's ratings were found to be high.  Sources for societies newly coded by White are listed in notes following the coded data."""
SCCS1122,Population,Log10 of Total Population,"White, D. R. (2009). Pinpointing sheets for the standard cross-cultural sample: complete edition. World Cultures eJournal, 17(1).",Ordinal,,white2009pinpointing,,"These data are mostly from Standard Sample pinpointing sheets (White and Murdock, World Cultures 4#4); 14 cases are from coded the Ethnographic Atlas, as noted. [KK note: Notes still to be integrated as of 09/2017; users can find them in the original World Cultures issue]."
SCCS1123,Subsistence,Major Agricultural Staple,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Categorical,,pryor1985invention,,
SCCS1124,Subsistence,Agricultural Staple Data Quality: Inferences,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1125,Subsistence,Second Agricultural Staple,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Categorical,,pryor1985invention,,
SCCS1126,Subsistence,Second Agricultural Staple Data Quality: Inferences,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1127,Subsistence,Crop Type Plow-positive or -negative,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Categorical,,pryor1985invention,,
SCCS1128,Subsistence,Cropping Index (Rough Indicator of Fallowing) for Major Crops,"Percentage of Total Land Used for Major Crops Used in Any given Year (Tree Crops Are Considered to Have No Fallow) (note source: DRW codebook)

Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1129,Subsistence,Cropping Index Data Quality: Inferences,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1130,Subsistence,Population Density (from Pryor Data),"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1131,Subsistence,Population Density Data Quality: Inferences,"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Ordinal,,pryor1985invention,,
SCCS1132,Subsistence,Political Integration (Wes Col 15; EA Var 89),"Pryor, F. L. (1985). The invention of the plow. Comparative Studies in Society and history, 27(4), 727-743.",Categorical,,pryor1985invention,,
SCCS1133,Politics,Maximum Harem Size,"Simultaneous Conjugal Relations with Concubines and Wives Which the Individual at the Head of the Social Hierarchy (or, Where There Is No Hierarchy, the Most Polygynous Man), Enjoys. (note source: DRW codebook)

Murdock, G. P. (1957). World ethnographic sample. American anthropologist, 59(4), 664-687.",Ordinal,,murdock1957world,,
