ISO 693-3 code,Language name,FAMILY-REVISED,Class2,Class3,Ethnologue Classification (unrevised),
bui,Bongili,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Ngundi (C.15)",
nkw,Nkutu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.71)",
tll,Tetela,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.71)",
ksv,Kusu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.72)",
yel,Yela,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.74)",
kel,Kela,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.75)",
bmy,Bemba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Unclassified",
sgo,Songa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Unclassified",
nml,Ndemli,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Ndemli",
tik,Tikar,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tikar",
ass,Ipulo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
ags,Esimbi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
abo,Abon,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
amb,Ambo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
btu,Batu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
bqo,Balo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
bec,Iceve-Maci,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
brt,Bitare,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
bzz,Evant,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
ckx,Caka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
emn,Eman,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
iyo,Mesaka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
myg,Manta,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
ost,Osatu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
tiv,Tiv,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
uta,Otank,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
uiv,Iyive,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",
bwh,Bishuo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
bju,Busuu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
bxx,Borna,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
byb,Bikya,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
byy,Buya,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
mwz,Moingi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified",
bby,Befang,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Menchum",
fum,Fum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields",
bbj,Ghomálá’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
bko,Kwa’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
fmp,Fe’fe’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
jgo,Ngomba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
nnh,Ngiemboon,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
nnz,Nda’nda’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
nwe,Ngwe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
nla,Ngombale,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
xmg,Mengaka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
ybb,Yemba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",
azo,Awing,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
baw,Bambili-Bambui,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
bqt,Bamukumbit,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
bfd,Bafut,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
bfp,Beba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
koc,Kpati,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
mfd,Mendankwe-Nkwen,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
nge,Ngemba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
pny,Pinyin,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Ngemba",
add,Dzodinka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
kdz,Kwaja,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
lmp,Limbum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
mtk,Mbo’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
nfu,Mfumte,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
ncp,Ndaktup,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
yam,Yamba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe",
bax,Bamun,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bbq,Bamali,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bbw,Baba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bce,Bamenyam,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
byv,Medumba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bfj,Bafanji,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bmo,Bambalang,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
bgj,Bangolan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
mhk,Mungaka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nun",
mgo,Meta’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
mnf,Mundani,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
mea,Menka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
nsh,Ngoshie,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
ngj,Ngie,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
ngn,Ngwo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
nbv,Ngamambo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
njj,Njen,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",
bbk,Babanki,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
bkm,Kom,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
bfm,Mmen,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
bmv,Bum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
kfl,Kung,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
kfn,Kuk,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
oku,Oku,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, Center",
lns,Lamnso’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, East",
bav,Vengo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, South",
bvm,Bamunka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, South",
bse,Wushi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, South",
ndb,Kenswei Nsei,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, South",
agq,Aghem,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",
isu,Isu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",
lmx,Laimbue,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",
weh,Weh,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",
zhw,Zhoa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West",
ned,Nde-Gbite,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Unclassified",
vit,Viti,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Unclassified",
ato,Atong,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Western Momo",
ael,Ambele,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Western Momo",
bxs,Busam,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Western Momo",
boe,Mundabli,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",
fak,Fang,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",
kid,Koshin,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",
muc,Ajumbu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",
mij,Mungbam,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi",
acb,Áncá,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified",
bqw,Buru,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified",
kwq,Kwak,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified",
nsc,Nshi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified",
alf,Alege,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
afe,Utugwang-Irungene-Afrike,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
btt,Bete-Bendi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
bkv,Bekwarra,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
bky,Bokyi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
byp,Bumaji,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
bzy,Obanliku,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
uba,Ubang,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
ukp,Ukpe-Bayobiri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",
mgj,Abureni,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
obu,Obulom,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
ogb,Ogbia,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
ogg,Ogbogolo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
ogu,Ogbronuagum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
xoc,O’chi’chi’,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta",
abn,Abua,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta, Abua-Odual",
