EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
Ej9,Siamese,Siamese,NA,1940,"Anuman Rajadhon, P. 196l. Life and Ritual in Old Siam, ed. W.J. Gedney. New Haven.
Benedict, R. F. 1943. Thai Culture and Behavior. Ithaca.
Bush, N. F. 1964. Thailand: An Introduction to Modern Siam. Princeton.
Hanks, J. R. 1963. Maternity and its Rituals in Bang Chan. Ithaca.
Hanks, L. M., Jr., and J. R. Hanks. 1961. Thailand: Equality Between the Sexes. Women in the New Asia, ed. B. J. Ward, pp. 424-451.
Hauck, H. M. et al. 1958. Food Habits and Nutrient Intake in a Siamese Rice Village. Ithaca.
Insor, D. 1963. Thailand, a Political, Social, and Economic Analysis. New York.
Janlekha, K. O. 1955. A Study of the Economy of a Rice Growing Village in Central Thailand. Ph.D. dissertation, Cornell University.
Ninth Pacific Science Conference. 1957. Thailand Past and Present. Bangkok.
Phillips, H. P. 1965. Thai Peasant Personality. Berkeley.
Sharp, R.L. and L.M. Hanks, Jr. 1978. Bang Chan: The Social History of a Rural Community in Thailand. Ithaca.
Sharp, R. L., H. M. Hauck, K. Janlekha, and R. B. Textor. 1954. Simaese Village. Bangkok.
"
Ia1,Atayal,Atayal,NA,1930,"Ferrell, R. 1969. Taiwan Aboriginal Groups:Problems in Cultural and Linguistic Classification. Academia Sinica, Institute of Ethnology Monographs 17.
Ruey, Yih-Fu. n.d. The Atayal. Ms.
Ruey, Yih-Fu. 1955. Ethnographical Investigation of Some Aspects of the Atayal. Bulletin, Department of Archaeology and Anthropology, National Taiwan University 5: 113-127.
Mabuchi, T. 1960. The Aboriginal Peoples of Formosa. Viking Fund Publications in Anthropology 29: 127-140.
Okada, Y. 1949. The Social Structure of the Atayal Tribe. Ms. (Unpublished translation from the Japanese, Essays Presented to Teizo Toda, pp. 393-433.)Tokyo."
Ia10,Bunun,Bunun,NA,1930,in a Siamese Rice Village. Ithaca.
Ia11,Puyuma,Puyuma,NA,1930,"Mabuchi, T.  1960.  The Aboriginal Peoples of Formosa. Viking Fund Publ. Anth. 29: 127-140.
"
Ia12,Sugbuhanon,Sugbuhanon,"Cebuan Bisaya, Cebuans",1950,"Hart, D. V.  1965.  From Pregnancy Through Birth in a Bisayan Filipino Village.  Southeast Asian Birth Customs, pp. 1-113.  New Haven.
Hart, D. V.  Personal communications to C. O. Frake.
Quijano, I. T.  1937.  Cebuano-Visayan Kinship Terms. Philippine Magazine 34: 359-360.
Svelmoe, G.  1954.  Cebuano Word List.  Unpublished Ms.
"
Ia13,Badjau Tawi-Tawi,Badjau Tawi-Tawi,"Tawi-Tawi Badjaw, Badjau",1960,"Nimmo, H. A. 1970. Badjau Sex and Reproduction. Ethnology 9:251-262.
Nimmo, H. A. 1964. Nomads of the Sulu Sea. University of Hawaii.
Nimmo, H. A. 1968. Reflections on Bajau History. Philippine Studies 16:32-59.
Nimmo, H. A. 1965. Social Organization of the Tawi-Tawi Badjaw. Ethnology 4:421-439.
Nimmo, H.A. 1969. The Structure of Badjau Society. Ph.D. dissertation, University of Hawaii."
Ia14,Yami,Yami,NA,1930,"Kane, T., and K. Segawa.  1956.  An Illustrated Ethnography of Formosa, V. 1: The Yumi. Tokoyo.
Mabushi, T.  1960.  The Aboriginal Peoples of Formosa. Viking Fund Publ. Anth. 29: 127-140.
Wei, H. L., and P. H. Liu.  1962.  Social Structure of the 
Yami. Inst. Ethnol. Academia Sinica, Monographs 1: 1-284.
"
Ia15,Manobo,Manobo,NA,1920,"Garvan, J. M.  1931.  The Manobo of Mindanao.  Mem. Nat. Acad. Sci. 23: 1-231.
"
Ia16,Kalinga,Kalinga,NA,1910,"Dozier, E. P.  1966.  Mountain Arbiters.  Tucson.
Dozier, E. P.  1967.  The Kalinga of Northern Luzon.  New York.
Barton, R. F.  1949.  The Kalingas.  Chicago.
"
Ia17,Bilaan,Bilaan,NA,1910,"Cole, F. C.  1913.  The Wild Tribes of the Davao District.  Field Mus. Nat. Hist. Anth. Ser. 12: 48-203.
Dean, J., and G. Dean.  1954.  Bilaan Word List.  Unpublished Ms.
Wood, G.  1951.  Notes on the Bilaan of Cotabato.  Unpublished Ms.
"
Ia18,Bisayan,Bisayan,NA,1950,"Sibley, W. E.  1959.  Kinship in a Philippine Village.  Unpublished Ms.
Sibley, W. E.  1963.  Personal communication.
"
Ia2,Sagada,Sagada,NA,1950,"Eggan, F. 1960.  The Sagada Igorots of Northern Luzon. Viking Fund.  Publ. Anth. 29:  24-50.
Bacdayan, A. S.  1962.  Personal communication."
Ia3,Ifugao,Ifugao,NA,1920,"Barton, R. F. 1922. Ifugao Economics. University of California Publications in American Archaeology and Ethnology 15(5): 385-446.
Barton, R.F. 1919. Ifugao Law. University of California Publications in American Archaeology and Ethnology 15:1-186.
Barton, R. F. 1938. Philippine Pagans. London.
Barton, R. F. 1930. The Half-Way Sun. New York.
Barton, R. F. 1946. The Religion of the Ifugaos. Memoirs of the American Anthropological Association, 65: 1-219."
Ia4,Subanun,Subanun,NA,1950,"Frake, C. O.  1960.  The Eastern Subanun of Mindanao. Viking Fund Publ. Anth. 29: 51-64.
Frake, C. O.  1955.  Social Organization and Shifting Cultivation Among the Sindangan Subanun.  Unpublished Ph.D. disertation, Yale University.
Christie, Emerson B.  1909.  The Subanuns of Sindangan Bay.  Bureau of Science Division of Ethnology Publications, Vol. 6, Part 1.  Manila.
"
Ia5,Hanunoo,Hanunoo,NA,1950,"Conklin, H. C.  1957.  Hanunoo Agriculture.  United Nations Food and Agric. Org. Forestry Devel. Pap. 12: 1-209.
Conklin, H. C.  1954.  The Relation of Hanunoo Culture to the Plant World.  Unpublished Ph.D. dissertation, Yale University.
Conklin, Harold C.  IV-5.  1955.  ""Hanunoo color catgories,"" Southwestern Journal of Anthropology 11: 339-44.
"
Ia6,Paiwan,Paiwan,NA,1930,"Mabuchi, T.  1960.  The Aboriginal Peoples of Formosa. Viking Fund Publ. Anth. 29: 127-140.
Okada, Y.  Ms. Study. of Pirmitive Society.                                                                                                                                                                                                                                                    Wei, H. L.  1960.  Ambilateral Lineage and Clan System of the Paiwan.  Bull. Inst. Ethnol. Acad. Sinica 9: 97-108.
Shih, L.  1964.  The Family System of the Paiwan at Su-Paiwan Village. Bull. Inst. Ethnol. Academia Sinica 18: 89-112.
"
Ia7,Tagbanua,Tagbanua,NA,1950,"Fox, R. B.  1954.  Religion and Society Among the Tagbanua of Palawan Island.  Unpublished doctoral dissertation, University of Chicago.
"
Ia8,Bontok,Bontok,NA,1900,"Keesing, F. M.  1949.  Some Notes on Bontok Social Organization.  Amer. Anth. 51: 578-601.
Jenks, A. E.  1905.  The Bontoc Igorot.  Ethnol. Surv. Publ. 1.  Manila.
"
Ia9,Ami,Ami,NA,1930,"Mabuchi, T.  1960.  The Aboriginal Peoples of Formosa. Viking Fund Publ. Anth. 29: 127-140.                                                                                                                                                           Wei, H. L.  1961.  Matri-Clan and Lineage System of the 
Ami. Bull. Inst. Ethnol. Academia Sinica 12: 29-40.
"
Ib1,Iban,Iban,NA,1950,"Freeman, J. D. 1955. Iban Agriculture. Colonial Research Studies 18: 1-148.
Freeman, J. 1957. Iban Pottery. Sarawak Museum Journal 8: 53-176.
Freeman, J. D. 1955 (2nd Edition 1970). Report on the Iban of Sarawak. Kuching.
Freeman, J.D. 1958. The Family System of the Iban. Cambridge Papers in Social Anthropology I: 15-52.
Freeman, J. D. 1958. The Iban of Western Borneo. Viking Fund Publications in Anthropology, 29: 65-87.
Gomes, E. H. 1911. Seventeen Years Among the Sea Dyaks of Borneo. London.
Howell, W. 1908-10. The Sea Dyak. Sarawak Gazette, vols. 38-50.
Roberts, C. F., and I. Kaplan, eds. 1956. North Borneo, Brunei, Sarawak. New Haven.
Roth, H. L., ed. 1892. The Natives of Borneo. Journal of the Royal Anthropological Institute 21: 110-137.
Sandin, B. 1968. The Sea Dayaks of Borneo. East Lansing."
Ib2,Javanese,Javanese,NA,1950,"Dewey, A. G. 1962. Peasant Marketing in Java. New York.
Geertz, C. 1963. Peddlers and Princes. Chicago.
Geertz, H. 1961. The Javanese Family. New York.
Geertz, C. 1960. The Religion of Java. Chicago.
Geertz, C. 1965. The Social History of an Indonesian Town. Cambridge.
Grant, B. 1964. Indonesia. Melbourne.
Jay, R. R. 1969. Javanese Villagers. Cambridge, Mass.
Jay, R. R. 1963. Religion and Politics in Central Java. New Haven.
Kahin, G. McT. 1963. Indonesia. Major Goveernments of Asia, ed. G. McT. Kahin, pp. 535-688. Ithaca.
Koentjaraningrat, R.M. 1961. Some Social Anthropological Observations on Gotong Rojong Practices in Two Villages of Central Java. Ithaca.
Koentjaraningrat, R.M. 1967. Tjelapar: A Village in South Central Java. Villages in Indonesia, ed. Koentjaraningrat, pp. 244-280. Ithaca.
Koentjaraningrat, R.M. 1960. The Javanese of South Central Java. Social Structure in Southeast Asia, ed. G.P. Murdock, pp. 88-115. Chicago."
Ib3,Balinese,Balinese,NA,1950,"Belo, J. 1936. A Study of a Balinese Family. American Anthropologist 38: 12-31.
Belo, J. 1970. Traditional Balinese Culture. New York.
Covarrubias, M. 1937. Island of Bali. New York.
Franken, H. J., R. Goris, C. J. Grader, V. E. Korn, and J. L. Swellengrebel. 1960. Bali: Studies in Life, Thought, and Ritual. The Hague.
Geertz, C. 1959. Balinese Religion in Transition. Ms.
Geertz, C. 1959. Form and Variation in Balinese Village Structure. American Anthropologist 61: 991-1012.
Geertz, C. 1963. Peddlers and Princes. Chicago.
Geertz, C., and H. Geertz. 1959. The Balinese Kinship System. Ms.
Geertz, C. 1967. Tihingan. Villages in Indonesia, ed. Koentjaraningrat, pp. 210-293. Ithaca.
Grant, B. 1964. Indonesia. Melbourne.
Kahin, G. McT. 1963. Indonesia. Major Governments of Asia, ed. G. McT. Kahin, pp. 535-688. Ithaca.
Mead, M. and F. C. MacGregor. 1951. Growth and Culture: A Photographic Study of Balinese Childhood. New York."
Ib4,Batak,Batak,NA,1930,"Bruner, E. M.  1959.  Kinship Organization Among the Urban Batak of Sumatra.  Trans. N. Y. Acad. Sci., ser. 2, 22: 118-125.
Loeb, E. M.  1933.  Patrilineal and Matrilineal Organization in Sumatra.  Amer. Anth. 35: 16-50.
Warneck, F.  1901.  Das Eherecht bei den Toba-Batak. Bijd. Taal. Land. Volkenk.  Ned. Indie 52: 432-534.
Bartlett, H. H.  IV-1.  1929.  ""Color nomenclature in Batak and Malay,"" Michigan Academy of Science, Arts, and Letters, Papers 10: 1-52.
"
Ib5,Dusun,Dusun,NA,1920,"Evans, I. H. N.  1922.  Among Primitive Peoples in North Borneo.  London.
Rutter, O.  1929.  The Pagans of North Borneo.  London.                                                                                                                                                                                                                               Staal, J.  1923-25.  The Dusuns of North Borneo. Anthropos 18-19: 958-977; 20: 120-138,929-951.
Williams, T. R.  Unpublished field data.
Williams, T. R.  1965.  The Dusun.  New York.
"
Ib6,Minangkabau,Minangkabau,NA,1920,"Josselin de Jong, P. E. de.  1952.  Minangkabau and Negri Sembilan.  The Hague.  
Loeb, E. M.  1934.  Patrilineal and Matrilineal Organization in Sumatra.  Amer. Anth. 36: 26-56.
Willinck, G. P.  1915.  Het rechtsleven bij de Minankabau Maleiers.  Leiden.
Bachtiar, H. W.  1967.  Negeri Taran: A. Minangkabau Village Community.  Villages in Indonesia, ed. Koentjaraningrat, pp. 348-385.  Ithaca.
"
Ib7,Mentaweians,Mentaweians,NA,1920,"Wallace, A. F. C.  1951.  Mentaweian Social Organization. Amer. Anth. 53: 370-375.
Loeb, E. M.  1928.  Mentawei Social Organization.  mer. Anth. 30: 408-433.
Kruyt, A. C.  1923.  De Mentaweiers.  Tijd. Taal. Land. Volkenk. 62: 1-188.
"
Ib8,Kubu,Kubu,NA,1900,"Hagen, B.  1908.  Die Orang Kubu auf Sumatra.  Veroeffentl. Staedt. Voelker-Mus. 2: 1-269.  Frankfurt am Main.
Schebesta, P.  1928.  Orang-Utan.  Leipzig.
"
Ib9,Punan,Punan1,NA,1950,"Needham, R.  1955.  Punan Ba. Journ. Malayan Br. Roy. As. Soc. 28: 24-36.
"
Ic1,Macassarese,Macassarese,NA,1940,"Chabot, H. T.  1950.  Verwantschap, stand en sexe in Zuid-Celebes.  Groningen.
"
Ic10,Tobelorese,Tobelorese,NA,1910,"Hueting, A. 1921. De Tobeloreezen in hun denken en doen. Bijdragen tot de Taal-, Land-, en Volkenkunde 77:217-358;78: 137-342.
Riedel, J. G. F. 1885. Galela und Tobeloresen. Zeitschrift fur Ethnologie, 17:58-89."
Ic11,Ambonese,Ambonese,NA,1950,"Cooley, F. L.  1962.  Ambonese Kin Groups.  Ethnology 1: 102-112.
Cooley, F. L.  1962.  Ambonese Adat.  Yale Univ. Asia Studies, Cult. Rep. Ser., 10: 1-94.

"
Ic12,Sumbawanese,Sumbawanese,NA,1951,"Goethals, P. R.  1967.  Rarak: A Swidden Village of West Sumbawa. Villages in Indonesia, ed. Koentjaraningrat, pp. 30-62.  Ithaca.
"
Ic13,Kodi,Kodi,West Sumbanese,1950,"Fischer, H. T.  1957.  Some Notes on Kinship Systems and Relationship Terms of Sumba, Manggarai and South Timor.  Intern. Arch. Ethnog. 48: 1-31.
"
Ic2,Alorese,Alorese,NA,1940,"DuBois, C. 1941. Attitudes Toward Food and Hunger in Alor. Language, Culture, and Personality, ed. L. Spier et al., p pp. 272-281. Menasha.
DuBois, C. 1940. How They Pay Debts in Alor. Asia 40:482-486.
DuBois, C. 1945. The Alorese. The Psychological Frontiers of Society, ed. A. Kardiner, pp. 101-145. New York.
DuBois, C. 1944. The People of Alor. Minneapolis.
"
Ic3,Belu,Belu,NA,1950,"Vroklage, B. A. G.  1952.  Ethnographie der Belu in Zentral-Timor.  Leiden.
"
Ic4,Rotinese,Rotinese,NA,1920,"Kruyt, A. C.  1921.  DeRoteneezen.  Tijd.  Ind. Taal. Land. Volkenk.  60: 266-344.  
Wetering, F. H. van de.  1925.  Het huwelijk op Rote. Tijd. Ind. Taal. Land. Volkenk. 65: 1-37, 589-667.
"
Ic5,Toradja,Toradja,NA,1910,"Adriani, N., and A. C. Kruijt. 1912. De Bare'e-sprekende Toradja's van Midden-Celebes. 3v. Batavia. (reprinted 1950-51 Amsterdam.)
Downs, R. E. 1956. The Religion of the Bare'e-speaking Toradja. The Hague.
Drabbe, P.  1940.  Het leven van den Tanembarees.  Int. Arch. Ethnog. 38: Supplement, 1-432.

"
Ic6,Tanimbarese,Tanimbarese,NA,1930,"Drabbe, P.  1940.  Het leven van den Tanembarees.  Int. Arch. Ethnog. 38: Supplement, 1-432.
"
Ic7,Ili-Mandiri,Ili-Mandiri,NA,1920,"Vatter, E.  1932.  Ata Kiwan.  Leipzig."
Ic8,Kei,Kei,Kei Islanders,1890,"Pleyte, C. M.  1893.  Ethnographische beschrijving der Kei-Eilanden.  
Tijdsch. Don. Nederl. Aardrijksk. Genootschap, ser. 2, 10: 561-586, 797-840.
"
Ic9,Sumbanese,Sumbanese,NA,1930,"Nooteboom, C.  1940.  Oost-Soemba.  Verh. Kon. Inst. Taal-, Land- en Volkenkunde 3: 1-182.
"
Id1,Aranda,Aranda,NA,1900,"Murdock, George P. 1934. Our Primitive Contemporaries, pp. 20-47. New York.
Spencer, B., and F. J. Gillen. 1927. The Arunta. 2v. London.
Strehlow, C. 1907-11. Die Aranda und Loritja Stamme in Zentral-Australien. Frankfurt."
Id10,Walbiri,Walbiri,NA,1930,"  Meggitt, M. J.  1962.  Desert People.  Sydney."
Id11,Gidjingali,Gidjingali,NA,1950,"Hiatt, L. R.  1965.  Kinship and Conflict.  Canberra."
Id12,Yir Yoront,Yir Yoront,NA,1930,"Sharp, L.  1934.  The Social Organization of the Yir-Yoront Tribe. Oceania 4: 404-431.
"
Id13,Groote Eylandt,Groote Eylandt,NA,1930,"Rose, F. G. G.  1960.  Classification of Kin, Age Structure and Marriage Among the Groote Eylandt Aborigines.  Berlin.

"
Id2,Murngin,Murngin,Wulamba,1930,"Warner, W. L.  1937.  A Black Civilization.  New York.
Berndt, R. M.  1955.  ""Murngin"" (Wulamba) Social Organization.  Amer. Anth. 57: 84-106.
Elkin, A.  1950.  The Complexity of Social Organization in Arnhem Land.  Southwestern Journal of Anthropology 6: 1-20.
"
Id3,Tiwi,Tiwi,NA,1920,"Basedow, H. 1913. Notes on the Natures of Bathurst Island. Journal of the Anthropology Institute 48:291-323.
Goodale, J. C. 1962. Marriage Contracts Among the Tiwi.Ethnology 1: 452-466.
Goodale, J. C. 1960. Sketches of Tiwi Children. Expedition 2, no. 4: 4-13.
Goodale, J. C. 1959. The Tiwi Women of Melville Island. Ph.D. dissertation. University of Pennsylvania.
Goodale, J. C. 1971. Tiwi Wives. Seattle.
Hart, C.W.M., and A.R. Pilling. 1960. The Tiwi of North Australia. New York.
Mountford, C. P. 1958. The Tiwi, Their Arts and Ceremony. London.
Pilling, A. R. 1957. Law and Feud in an Aboriginal Society of North Australia. Ph.D. dissertation. University of California at Berkeley."
Id4,Dieri,Dieri,NA,1900,"Elkin, A. P.  1940.  Kinship in South Australia.  Oceania 8: 419-452.
Howitt, A. W.  1890.  The Dieri and Other Kindred Tribes of Central Australia.  Journ. Roy. Anth. Inst. 20: 30-104.
Howitt, A. W.  1904.  The Native Tribes of South-East Australia. London.
Gason, S.  1874.  The Dieri Tribe.  (Reprinted in J. Woods, ed., The Native Tribes of South Australia, Adelaide, 1879).
Berndt, R. M.  1953.  A Day in the Life of a Dieri Man Before Alien Contact.  Anthropos 48: 171-201.
"
Id5,Kariera,Kariera,NA,1910,"Radcliffe-Brown, A. R.  1913.  Three Tribes of Western Australia.  Journ. Roy. Anth. Inst. 43: 143-194.
Radcliffe-Brown, A. R.  1930.  The Social Organization of Australian Tribes. Oceania Monograph 1.  Sydney.
Romney, A. K., and P. J. Epling.  1958.  A Simplified Model of Kariera Kinship.  Amer. Anth. 60: 59-74.
"
Id6,Wikmunkan,Wikmunkan,NA,1920,"McConnel, U.  1930.  The Wik-Munkan Tribe.  Oceanica 1: 99-104, 181-205.
McConnel, U.  1934.  The Wik-Munkan and Allied Tribes of Cape York Peninsula.  Oceania 4: 310-367.
McConnel, U.  1940.  Social Organization of the Tribes of Cape York Peninsula.  Oceania 10: 434-455.
Needham, R.  1962.  Genealogy and Category in Wikmunkan Society.  Ethnology 1: 223-264.
Thomson, D. F.  1935.  The Joking Relationship and Organized Obscenity in North Queensland.  Aer. Anth. 37: 460-490.
Thomson, D. F.  1936.  Fatherhood in the Wik Monkan Tribe.  Amer. Anth. 38: 374-393.
"
Id7,Murinbata,Murinbata,NA,1940,"Falkenberg, J.  1962.  Kin and Totem.  Oslo.

"
Id8,Tasmanians,Tasmanians,NA,1830,"Roth, H. L.  1890.  The Aborigines of Tasmania.  London."
Id9,Wongaibon,Wongaibon,NA,1910,"Howitt, A. E.  1904.  The Native Tribes of South-East Australia. London.
Radcliffe-Brown, A. R.  1923.  Notes on the Social Organization of Australian Tribes.  Journ. Roy. Anth. Inst. 53: 424-446.

"
Ie1,Kapauku,Kapauku,NA,1950,"Pospisil, L. 1958. Kapauku Papuans and Their Law. Yale University Publications in Anthropology, 54: 1-296.
Pospisil, L. 1960. the Kapauku Papuans and Their Kinship Organization. Oceania 30: 188-205.
Pospisil, L. 1963. Kapauku Papuan Economy. Yale University Publications in Anthropology, 67: 1-502.
Pospisil, L. 1963. The Kapauku Papuans of West New Guinea. New York."
Ie10,Motu,Motu,NA,1950,"Belshaw, C. S.  1957.  The Great Village: The Economic and Social Welfare of Hanuabada, an Urban Community in Papua.  London.
Groves, M.  1963.  Western Motu Descent Groups.  Ethnology 2: 15-30.
Groves, M.  1964.  Personal communication.
"
Ie11,Kakoli,Kakoli,NA,1950,"Bowers, N.  1964.  Personal communication to A. Lomax."
Ie12,Kwoma,Kwoma,NA,1930,"Whiting, J.W.M. 1941. Becoming a Kwoma. New Haven.
Whiting, J.W.M., and S.W. Reed. 1938. Kwoma Culture. Oceania 9:170-216."
Ie13,Kiwai,Kiwai,NA,1920,"Landtman, G.  1927.  The Kiwai Papuans of British New Guinea.  London.
"
Ie14,Miriam,Miriam,NA,1900,"Haddon, A. C., ed. 1908.  Reports of the Cambridge Anthropological Expedition to Torres Straits, v. 6. Cambridge."
Ie15,Abelam,Abelam,NA,1930,"Kaberry, P. M.  1941.  The Abelam Tribe.  Oceania 11: 233-257.
"
Ie16,Kutubu,Kutubu,NA,1940,"Williams, F. E.  1940-41.  Native of Lake Kutubu, Papua. Oceania 11: 121-257, 259-294, 374-401; 12: 49-74,134-154.
"
Ie17,Siane,Siane,NA,1940,"Salisbury, R. F.  1962.  From Stone to Steel: Economic Consequences of a Technological Change in New Guinea. London and New York.
Salisbury, R. F.  1956.  Asymmetrical Marriage Systems.  Amer. Anth. 58: 639-655.
"
Ie18,Kimam,Kimam,NA,1940,"Serpenti, L.M. 1965. Cultivators in the Swamps. Assen."
Ie19,Marindamin,Marindamin,Tugeri,1910,"Van Baal, J.  1966.  Dema: Description and Analysis of Marind-amin Culture.  The Hague.
"
Ie2,Wantoat,Wantoat,NA,1920,"Schmitz, C. A.  1960.  Beitrage zur Ethnographie des Wantoat Tales.  Kolner Ethnol. Mitt. 1:  1-226.
"
Ie20,Koita,Koita,NA,1900,"Seligmann, C. G.  1910.  The Melanesians of British New Guinea. Cambridge.
"
Ie21,Mailu,Mailu,NA,1900,"Malinowski, B.  1916.  The Natives of Mailu.  Trans. Proc. Roy. Soc. South Australia 39: 494-706.
"
Ie22,Mekeo,Mekeo,NA,1900,"Williamson, R. W.  1913.  Some Unrecorded Customs of the Mekeo People.  Journ. Roy. Anth. Inst. 43: 268-290.
Belshaw, C. S.  1951.  Recent History of Mekeo Society.  Oceania 22: 1-23.
Seligmann, C. G.  1910.  The Melanesians of British New Guinea. Cambridge.
"
Ie23,Muju,Muju,NA,1950,"Schoorl, J. W.  1957.  Kultuur en kulturveranderingen in het Moejoe-gebied.  Leiden.
"
Ie24,Koiari,Koiari,NA,1870,"Chalmers, J.  1890.  Toaripi and Koiari Tribes.  Rep. Austr. Assoc. Adv. Sci. 2: ii, 311-323.
Lawes, W. G.  1879.  Ethnological Notes on the Motu, Koitapu, and Koiari Tribes.  Journ. Roy. Anth. Inst. 8: 369-377.
"
Ie25,Mafulu,Mafulu,NA,1920,"Williamson, R. W.  1912.  The Mafulu.  London."
Ie26,Ngarawapum,Ngarawapum,NA,1940,"Read, K.E.  1946.  Social Organization in the Markham Valley. Oceania 17: 93-118.
Read, K.E.  1950.  The Political System of the Ngarawapum.  Oceania 20: 183-223.
"
Ie27,Banaro,Banaro,NA,1910,"Thurnwald, R.  1916.  Banaro Society.  Mem. Amer. Anth. Assoc. 3: 251-391.
"
Ie28,Busama,Busama,NA,1940,"Hogbin, H.I.  1946.  Local Government for New Guinea.  Oceania 17: 38-66.
Hogbin, H.I.  1946-47.  Sex and Marriage in Busama.  Oceania 17-18.
"
Ie29,Manam,Manam,NA,1930,"Wedgwood, C.  1934.  Report on Research in Manam Island.  Oceania 373-403.
Wedgwood, C.  1937.  Women in Manam.  Oceania 7: 401-428; 8: 170-192.
"
Ie3,Arapesh,Arapesh,NA,1930,"Mead, M.  1940-49.  The Mountain Arapesh.  Anth. Pap. Amer. Mus. Nat. Hist. 36:  139-349; 37: 317=451; 40:  163-419; 41:  289-390.
Mead, M.  1935.  Sex and Temperament in Three Primitive Societies.  New York.
Mead, M.  1950.  ""The mountain dwelling Arapesh,"" in her Sex and Temperament in Three Primitive Societies, New York, The New American Library:  15-118.
Mead, Margaret.  1937.  Cooperation and Competition among primitive peoples.  New York, McGraw-Hill.
Mead, Margaret.  1950.  Male and female: a study of the sexes in a changing world.  New York, William Morrow & Co.
"
Ie30,Mimika,Mimika,NA,1950,"Pouwer, J.  1955.  Enkele aspecten van de Mimika-cultur. 's-Gravenhage.
"
Ie31,Fore,Fore,NA,1950,"Berndt, R. M.  1962.  Excess and Restraint.  Chicago."
Ie32,Sio,Sio,NA,1964,"Groves, W. C.  1934.  The Natives of Sio Island.  Oceania 5: 43-63.
Harding, T. G.  1967.  Voyagers of the Vitiaz Strait.  Seattle.

"
Ie33,Soromadja,Soromadja,NA,1950,"Oosterwal, G.  1967.  Muremarew: A Dual Organized Village on the Mamberamo.  Villages in Indonesia, ed. Koentjaraningrat, pp. 157-188.  Ithaca.
"
Ie34,Bgu,Bgu,NA,1960,Koentjaraningrat.  1966.  Bride-Price and Adoption in the Kinship Relations of the Bgu.  Ethnology 5: 233-244
Ie35,Iatmul,Iatmul,NA,1930,"Bateson, G.  1932.  Social Structure of the Iatmul People.  Oceania 2: 245-291, 401-451.
Bateson, G.  1936.  Naven.  Cambridge.
"
Ie36,Samarokena,Samarokena,NA,1950,"Van der Leeden, A. C.  1956.  Hoofdtrekken der sociale struktuur in het westelijke binnenland van Sarmi.  Leiden.
"
Ie37,Star Mountain,Star Mountain,Star Mountain Papuans,1960,"Pouwer, J.  1964.  A Social System in the Star Mountains New Guinea: The Central Highlands, ed. J. B. Watson, pp. 133-161.  Amer. Anth. 66: iv, pt 2.
"
Ie38,Dani,Dani,NA,1960,"Heider, K.G.  1965.  The Dugum Dani.  Unpublished Ph.D. dissertation, Harvard University.
Heider, K.G.  1967.  Personal communication.
"
Ie39,Elema,Elema,NA,1920,"Williams, F.E.  1940.  Drama of Orokolo: The Social and Ceremonial Life of the Elema.  Oxford.

"
Ie4,Wogeo,Wogeo,NA,1930,"Hogbin, H. I. 1938-39.  Tillage and Collection.  Oceania 9:  127-151, 286-325.
Hogbin, H. I. 1945.  Marriage in Wogeo.  Oceania 15:  324-352.
Hogbin, H. I.  1943.  A New Guinea Infancy.  Oceania 13:  285-309.
Hogbin, H. I. 1946.  A New Guinea Childhood.  Oceania 16:  275-296.
Hogbin, H. I. 1946.  Puberty to Marriage.  Oceania 16:  185-209.
098 Wogeo islanders of the Wonevara district (3S, 144E) in 1934.
Hogbin, Ian.  1935.  ""Native culture of Wogeo,"" Oceania 5: 308-37.
"
Ie5,Keraki,Keraki,NA,1930,"Williams, F. E.  1936.  Papuans of the Trans-Fly.  Oxford."
Ie6,Waropen,Waropen,NA,1930,"Held, G. J.  1947.  Papoea's van Waropen.  Leiden."
Ie7,Enga,Enga,NA,1950,"Meggitt, M. J.  1958.  The Enga of the New Guinea Highlands.  Oceania 28: 253-330.
Meggitt, M. J.  1956.  The Valleys of the Upper Wage and Lai Rivers. Oceania 27: 90-135.
Meggitt, M. J.  1962.  Growth and Decline of Agnatic Descent Groups Among the Mae Enga.  Ethnology 1: 258-165.
Goodenough, W. H.  1953.  Ethnographic Notes on the Mae People.  Southw. Journ. Anth. 9: 29-44.
Elkin, A. P.  1953.  Delayed Exchange in the Wabag Sub-District.  Oceania 23: 161-201.
Meggitt, M. J.  1965.  The Lineage System of the Mae Enga, Edinburgh.
Meggitt, M. J.  1965.  Mac-Enga Religion.  Gods, Ghosts and Men in Melanesia, ed.  P. Lawrence and M. J. Meggitt. Melbourne.
Meggitt, M. J.  1967.  Personal communication.
"
Ie8,Purari,Purari,NA,1910,"Maher, R. F.  1961.  New Men of Papua.  Madison.
Williams, F. E.  1924.  Natives of the Purari Delta. Terr. Papua Anth. Rep. 5.
Holmes, J. H.  1924.  In Primitive New Guinea.  New York.
Maher, R. F.  1967.  From Cannibal Raid to Copra 
Kompani: Changing Patterns of Koriki Politics.  Ethnology 6: 309-331
"
Ie9,Orokaiva,Orokaiva,NA,1920,"Reay, Marie. 1953. Social Control amongst the Orokaiva. Oceania 24:110-118.
Waddell, E.W., and P.A. Krinks. 1968. The Organization of Production and Distribution Among the Orokaiva. New Guinea Research Bulletin 24.
Williams, F.E. 1928. Orokaiva Magic. London.
Williams, F.E. 1930. Orokaiva Society. London."
