Source,soc_ID,Orig.latitude,Orig.longitude,latitude,longitude,AnnualMeanTemperature,AnnualTemperatureVariance,TemperatureConstancy,TemperatureContingency,TemperaturePredictability,MonthlyMeanPrecipitation,MonthlyPrecipitationVariance,PrecipitationConstancy,PrecipitationContingency,PrecipitationPredictability,BirdRichness,MammalRichness,AmphibianRichness,VascularPlantsRichness,EcoRegion,Elevation,Slope,Coastal,NetPrimaryProduction,DurationOfGrowingSeason,MeanGrowingSeasonNPP,Inter-YearVarianceGrowingSeasonNPP
EA,Ag1,13,-7,13,-7,27.916,7.653451515,0.425415977,0.219339497,0.644755473,68.521,9482.331,0.238282394,0.510256245,0.748538638,255.8584647,62.94257984,22.28532712,825.149,West Sudanian savanna,321.2908325,1.399090237,NO,0.191701999,7,0.468265986,0.18868558
EA,Ag53,12,0,12,0,28.0795,6.758537879,0.443594174,0.204274443,0.647868616,61.41816667,6728.936592,0.194994886,0.527819607,0.722814492,227.4841599,81.92676509,23,1179.16,West Sudanian savanna,279.1636047,1.021994351,NO,0.118829497,7,0.371571341,0.151234572
EA,Ag7,14,-5,14,-5,28.24233333,10.73823636,0.391537472,0.221358492,0.612895964,45.00683333,5158.975947,0.224118015,0.529151511,0.753269526,251.4497429,60.11062896,17,676.413,West Sudanian savanna,268.0977783,NA,NO,0.10368716,7,0.254434542,0.340395324
EA,Ah29,8,11,8,11,27.6285,3.453807576,0.523500347,0.216660216,0.740160563,109.1283333,11964.04939,0.33795452,0.435108673,0.773063193,262.2054942,86.90648783,23,1976.19,Guinean forest-savanna mosaic,428.8286133,1.160662583,NO,1.462333433,12,1.462333433,0.072705219
EA,Ag27,9,-4,9,-4,27.22683333,2.872801515,0.52065072,0.16785734,0.68850806,102.1763333,8684.661264,0.279607845,0.357795849,0.637403694,304.9627413,132.2875926,30,1273.37,West Sudanian savanna,255.1136169,1.509242223,NO,1.295767715,12,1.295767715,0.090057603
EA,Af51,7,-6,7,-6,26.049,1.469681818,0.579735249,0.166316861,0.74605211,118.0668333,7442.444789,0.387610083,0.246804215,0.634414298,335.0503945,138.6048092,38,1515.09,Eastern Guinean forests,214.4561157,1.02126278,NO,1.268511507,12,1.268511507,0.014690176
EA,Af54,8,-10,8,-10,25.2755,1.054286364,0.607139504,0.148296697,0.755436201,211.779,29747.62478,0.323405017,0.340204827,0.663609844,342.1470823,142.7108778,41.6826085,1992.8,Western Guinean lowland forests,487.0527649,1.163705353,NO,3.33354785,12,3.33354785,0.053200471
EA,Af52,7,-6,7,-6,26.049,1.469681818,0.579735249,0.166316861,0.74605211,118.0668333,7442.444789,0.387610083,0.246804215,0.634414298,335.0503945,138.6048092,38,1515.09,Eastern Guinean forests,214.4561157,1.02126278,NO,1.268511507,12,1.268511507,0.014690176
EA,Ag23,13,-11,13,-11,28.2745,7.634816667,0.451127885,0.212182878,0.663310763,89.2375,15640.20638,0.293276908,0.494553349,0.787830257,236.0892923,76.43472707,24,984.551,West Sudanian savanna,297.7514038,2.494726312,NO,0.353725018,7,0.880353901,0.14783101
EA,Ag24,9,-11,9,-11,25.40983333,1.636671212,0.57727261,0.164045246,0.741317857,194.7216667,32380.00236,0.26041325,0.409964895,0.670378145,329.366076,135.6590261,34.46576095,1694.11,Guinean montane forests,484.2636108,3.625570009,NO,1.88007269,12,1.88007269,0.014367415
EA,Af15,7,-9,7,-9,25.1145,1.110407576,0.601351367,0.163510343,0.76486171,202.4876667,22318.77059,0.379242953,0.31207449,0.691317444,295.7565202,137.5107373,45.5308407,2047.32,Western Guinean lowland forests,300.0097351,1.859638367,NO,2.866974565,12,2.866974565,0.0659363
EA,Ag9,11,-9,11,-9,26.57466667,4.394348485,0.501898129,0.194092281,0.69599041,114.9565,17935.06238,0.182322558,0.533287532,0.71561009,232.5106912,87,24,1275.34,West Sudanian savanna,396.5544434,1.066524069,NO,0.691588432,9,1.019483141,0.11806326
EA,Af5,8,-11,8,-11,25.989,1.164136364,0.597156266,0.150025531,0.747181797,230.2646667,40472.79587,0.280842842,0.385100574,0.665943416,311.1139026,131.5699558,41.3173915,2003.35,Western Guinean lowland forests,270.4911194,2.217984432,NO,2.961046342,12,2.961046342,0.080277393
EA,Ai45,10,34,10,34,25.58,2.694781818,0.527368404,0.151842122,0.679210526,91.05316667,9194.646968,0.235513459,0.506343,0.741856459,210.3620734,69.75356699,10,1298.68,East Sudanian savanna,860.3911133,1.150835031,NO,1.305231677,11,1.443147403,0.50392055
EA,Ai9,10,16,10,16,27.5645,6.059589394,0.518615525,0.275185243,0.793800768,75.89083333,10162.82361,0.239703974,0.562816129,0.802520103,233.111518,82.44224716,25,1389.41,East Sudanian savanna,344.5472107,NA,NO,0.357132043,7,0.803127976,0.489103916
EA,Ag29,13,-3,13,-3,28.283,8.101636364,0.418958736,0.211287735,0.630246471,57.56516667,7126.589344,0.21579076,0.532867314,0.748658074,211.9895546,64,20.55011075,822.959,West Sudanian savanna,279.0177917,1.014739306,NO,0.091005453,5,0.449121748,0.158434761
EA,Aj23,1,36,1,36,25.61233333,0.619654545,0.651487314,0.162973486,0.8144608,46.25816667,1389.259256,0.402666139,0.112445766,0.515111905,451.3617685,147.1486613,18.28862181,1868.11,Northern Acacia-Commiphora bushlands and thickets,1356.930054,7.571487958,NO,0.456314356,12,0.456314356,0.012671322
EA,Ag26,15,-13,15,-13,29.1135,9.881986364,0.40975212,0.24297951,0.65273163,47.01633333,6401.650518,0.247479756,0.529850801,0.777330557,177.4996476,55.07361892,10,713.754,West Sudanian savanna,83.54694366,1.009131381,NO,-0.240990307,3,0.139460933,0.160960617
EA,Af11,11,-9,11,-9,26.57466667,4.394348485,0.501898129,0.194092281,0.69599041,114.9565,17935.06238,0.182322558,0.533287532,0.71561009,232.5106912,87,24,1275.34,West Sudanian savanna,396.5544434,1.066524069,NO,0.691588432,9,1.019483141,0.11806326
EA,Af53,8,-7,8,-7,25.63216667,1.819768182,0.565289448,0.158163616,0.723453064,126.5885,10375.34608,0.335447967,0.318440773,0.653888741,316.3682718,120.9710693,30.3391902,1462.75,Guinean forest-savanna mosaic,301.1855469,2.852554142,NO,1.803414601,12,1.803414601,0.077490449
EA,Af58,7,-12,7.05,-11.6,26.73166667,0.9139,0.608514859,0.138777611,0.74729247,277.2956667,64417.14559,0.288290503,0.415487635,0.703778138,NA,107.1162794,NA,2240.11,NA,58.60619736,NA,YES,2.676559654,12,2.676559654,0.134837994
EA,Ag54,10,-12,10,-12,25.14566667,2.220733333,0.547698024,0.191958727,0.739656751,176.893,36270.56935,0.204358153,0.456529994,0.660888148,238.0311748,119.4232351,21.9796808,1792.36,Guinean forest-savanna mosaic,369.3122253,6.359951851,NO,1.661265899,12,1.661265899,0.029131801
EA,Ai21,11,17,11,17,28.04616667,6.549240909,0.492950979,0.315320865,0.808271844,61.9925,7661.950353,0.212092923,0.60475432,0.816847242,218.0561526,68.58904467,15.9583695,1152.88,East Sudanian savanna,320.9313965,NA,NO,0.321547548,6,0.849258026,0.570248384
EA,Ai35,7,29,7,29,27.457,2.156484848,0.546948565,0.158939052,0.705887617,83.67783333,7532.206132,0.23666623,0.476623878,0.713290109,229.4206168,91.59244055,19.45999051,1366.98,Northern Congolian forest-savanna mosaic,440.167511,NA,NO,0.651461237,10,0.80822229,1.051488488
EA,Ai29,2,30,2,30,20.55083333,0.789619697,0.628256619,0.191257283,0.819513903,110.1783333,4123.070018,0.485883037,0.153389886,0.639272922,416.9925236,181.2527873,39.58810459,2216.82,Northeastern Congolian lowland forests,1431.812256,4.067295733,NO,3.601567229,12,3.601567229,0.768370077
EA,Ai30,2,29,2,29,22.7105,0.672219697,0.647483852,0.184151119,0.831634971,119.6561667,3910.036759,0.517473518,0.158349519,0.675823037,367.0967064,167.3217042,38.52609723,2140.28,Northeastern Congolian lowland forests,900.255249,NA,NO,3.531344643,12,3.531344643,1.77882495
EA,Ai31,3,30,3,30,22.97316667,1.357859091,0.582418383,0.203098165,0.785516548,116.1333333,5562.890203,0.433985149,0.222451761,0.65643691,399.09087,162.4361048,27.45426523,1859.83,Northern Congolian forest-savanna mosaic,1198.638062,3.020020439,NO,1.815717745,12,1.815717745,1.372497858
EA,Ai32,3,32,3,32,24.4905,1.22315,0.599858524,0.187921311,0.787779835,98.50066667,5023.031509,0.378100067,0.22516783,0.603267897,356.2852636,129.6549617,19.2801078,1829.03,Victoria Basin forest-savanna mosaic,1048.921387,1.417315607,NO,1.320184742,12,1.320184742,0.784103251
EA,Ai33,4,32,4,32,24.29766667,1.76039697,0.562196916,0.194575276,0.756772192,85.20033333,4449.236691,0.352215276,0.255360508,0.607575784,377.0584081,151.248486,19,1929.03,East Sudanian savanna,877.888916,3.097992214,NO,1.199424598,11,1.310170152,0.839487062
EA,Ai5,3,29,3,29,23.69933333,1.039566667,0.610361976,0.195369592,0.805731568,125.8586667,5778.047188,0.465621198,0.219138701,0.684759899,375.1835763,156.7922925,33.52223982,1808.27,Northern Congolian forest-savanna mosaic,904.5158081,2.636804711,NO,2.315604177,12,2.315604177,2.41725568
EA,Ai11,3,28,3,28,23.80483333,0.792513636,0.626157045,0.186249763,0.812406808,133.7456667,5895.0615,0.477935086,0.216837504,0.69477259,361.1425297,155.7942031,35.32285862,1817.56,Northeastern Congolian lowland forests,814.9019165,1,NO,2.712711991,12,2.712711991,3.251262532
EA,Ai34,5,30,5,30,25.9865,1.884228788,0.553080252,0.180106664,0.733186915,99.36966667,6730.592545,0.322800444,0.320279289,0.643079732,277.6814971,116.6291167,26,1589.49,Northern Congolian forest-savanna mosaic,752.8724976,1.365541935,NO,0.953929438,10,1.159145973,1.499103641
EA,Ai28,2,26,2,26,24.073,0.417612121,0.697181923,0.171488665,0.868670588,142.5983333,4658.493527,0.576572422,0.167298733,0.743871155,292.1475915,159.3325485,38,1934.53,Northeastern Congolian lowland forests,499.0661011,NA,NO,2.624697153,12,2.624697153,5.067390496
EA,Aj25,0,36,0,36,15.328,0.763357576,0.639777246,0.188277197,0.828054443,76.90883333,3464.748777,0.373768194,0.15523968,0.529007874,461.4982137,173.5272407,26.9737878,2127.01,Northern Acacia-Commiphora bushlands and thickets,2189.883545,4.337306536,NO,2.721797394,12,2.721797394,0.080445378
EA,Ai22,9,18,9,18,27.38616667,4.009716667,0.541936666,0.289798733,0.831735399,86.4365,11664.01272,0.214803994,0.570956988,0.785760982,233.4810221,87.24300793,23.26105756,1286.32,East Sudanian savanna,357.8077698,1.397819745,NO,0.333093585,7,0.853422176,0.65136174
EA,Aj10,3,32,3,32,24.4905,1.22315,0.599858524,0.187921311,0.787779835,98.50066667,5023.031509,0.378100067,0.22516783,0.603267897,356.2852636,129.6549617,19.2801078,1829.03,Victoria Basin forest-savanna mosaic,1048.921387,1.417315607,NO,1.320184742,12,1.320184742,0.784103251
EA,Aj17,2,31,2,31,24.0645,0.823289394,0.623691321,0.186275163,0.809966484,91.0275,3678.168102,0.408378819,0.200506172,0.60888499,488.2894605,164.8708996,26.42890264,1970.97,Albertine Rift montane forests,780.0691528,4.035919144,NO,1.218920353,12,1.218920353,0.254509455
EA,Ai44,8,34,8,34,26.8215,2.14575,0.564885731,0.147786835,0.712672566,101.729,9939.465476,0.275568722,0.33080346,0.606372182,242.781074,98.38814117,16,1413.19,East Sudanian savanna,431.7022095,NA,NO,1.135448216,11,1.24533341,0.196769876
EA,Ca32,16,38,16,38,22.836,5.242554545,0.466654592,0.201682555,0.668337148,27.66683333,1356.766674,0.338032318,0.262918846,0.600951163,191.0584117,48.78031412,3.059090502,1430.19,Sahelian Acacia savanna,1196.631104,7.684703985,NO,0.162174441,11,0.178005067,0.006266279
EA,Aj8,5,32,5,32,27.61083333,1.926507576,0.553565379,0.177226129,0.730791509,73.05116667,4132.884323,0.288756314,0.289163505,0.577919819,333.1716151,122.1842898,21.54843017,1693.33,Saharan flooded grasslands,716.9158325,1.126409882,NO,0.614741067,11,0.678734652,0.349963085
EA,Aj18,5,35,5,35,26.16816667,0.821513636,0.631948242,0.13454016,0.766488402,45.74266667,1145.056452,0.394155832,0.17530975,0.569465582,271.5209865,111.4636967,15.02975752,1524.43,Northern Acacia-Commiphora bushlands and thickets,748.9255371,1.995335345,NO,0.405208965,11,0.443546612,0.022916372
EA,Aj19,4,34,4,34,26.04983333,1.078725758,0.614270689,0.166102909,0.780373598,46.09666667,1350.371988,0.347104953,0.203147751,0.550252704,390.5730763,126.9851495,16.04588429,1634.52,East Sudanian savanna,1316.99939,6.085164438,NO,0.481677771,11,0.52676064,0.023973192
EA,Aj11,9,29,9,29,27.8245,3.041537879,0.516657404,0.152771636,0.66942904,66.972,5866.700903,0.246684903,0.523542447,0.77022735,199.267078,74.83119689,10,1120.01,Saharan flooded grasslands,381.6199951,1,NO,0.668496368,10,0.806859481,0.663267826
EA,Aa2,0,36,0,36,15.328,0.763357576,0.639777246,0.188277197,0.828054443,76.90883333,3464.748777,0.373768194,0.15523968,0.529007874,461.4982137,173.5272407,26.9737878,2127.01,Northern Acacia-Commiphora bushlands and thickets,2189.883545,4.337306536,NO,2.721797394,12,2.721797394,0.080445378
EA,Aj13,4,31,4,31,25.3345,1.791880303,0.559972786,0.192536594,0.75250938,94.37733333,5646.308745,0.334779278,0.27064146,0.605420738,350.5929809,141.3073213,19,1765.77,Northern Congolian forest-savanna mosaic,848.7680664,1.683072377,NO,1.307124473,12,1.307124473,0.993396107
EA,Aj26,1,36,1,36,25.61233333,0.619654545,0.651487314,0.162973486,0.8144608,46.25816667,1389.259256,0.402666139,0.112445766,0.515111905,451.3617685,147.1486613,18.28862181,1868.11,Northern Acacia-Commiphora bushlands and thickets,1356.930054,7.571487958,NO,0.456314356,12,0.456314356,0.012671322
EA,Aj21,3,34,3,34,22.72483333,1.03244697,0.611524672,0.19096475,0.802489422,54.3955,1987.88635,0.33030504,0.193614208,0.523919248,285.6742447,133.9737675,14.01285255,1791.35,East Sudanian savanna,1202.771362,1.295326796,NO,0.876703515,12,0.876703515,0.020778099
EA,Ai36,8,28,8,28,27.72733333,2.521672727,0.537869168,0.154152444,0.692021612,80.76416667,7478.35012,0.230046291,0.513278101,0.743324392,230.570604,84,16.63105739,1277.24,East Sudanian savanna,446.4049988,NA,NO,0.449500306,8,0.740422475,0.573694026
EA,Aj14,4,31,4,31,25.3345,1.791880303,0.559972786,0.192536594,0.75250938,94.37733333,5646.308745,0.334779278,0.27064146,0.605420738,350.5929809,141.3073213,19,1765.77,Northern Congolian forest-savanna mosaic,848.7680664,1.683072377,NO,1.307124473,12,1.307124473,0.993396107
EA,Cb21,8,13,8,13,26.00666667,3.50530303,0.526761459,0.236669573,0.763431032,107.3405,12117.00065,0.323611867,0.424776147,0.748388014,285.1178921,97.31874588,23.44243516,1893.63,Northern Congolian forest-savanna mosaic,692.4130859,2.506638695,NO,1.156079649,11,1.267840428,0.244333064
EA,Aj9,-1,36,-1,36,20.1115,1.322943939,0.617500484,0.228768877,0.846269361,44.78166667,1846.918903,0.349348326,0.15616349,0.505511816,434.5823908,177.2258154,26.73219484,2243.11,Northern Acacia-Commiphora bushlands and thickets,1620.319458,2.011489657,NO,2.311061477,12,2.311061477,0.115554485
EA,Aj15,4,32,4,32,24.29766667,1.76039697,0.562196916,0.194575276,0.756772192,85.20033333,4449.236691,0.352215276,0.255360508,0.607575784,377.0584081,151.248486,19,1929.03,East Sudanian savanna,877.888916,3.097992214,NO,1.199424598,11,1.310170152,0.839487062
EA,Aj22,3,34,3,34,22.72483333,1.03244697,0.611524672,0.19096475,0.802489422,54.3955,1987.88635,0.33030504,0.193614208,0.523919248,285.6742447,133.9737675,14.01285255,1791.35,East Sudanian savanna,1202.771362,1.295326796,NO,0.876703515,12,0.876703515,0.020778099
EA,Aj4,2,33,2,33,23.4745,1.153228788,0.603097924,0.218420418,0.821518342,103.4136667,4956.595603,0.39146473,0.182139778,0.573604508,333.8136304,131.0454298,21.76827308,1883.83,Victoria Basin forest-savanna mosaic,1054.343384,1.039261662,NO,1.234441245,12,1.234441245,0.23061892
EA,Aj12,4,33,4,33,23.4855,1.588419697,0.572525195,0.194916613,0.767441808,72.3315,3188.119056,0.355276637,0.216739428,0.572016064,414.0328906,156.8253769,20,1879.65,East Sudanian savanna,1060.934448,9.382103722,NO,1.070714718,12,1.070714718,0.153818246
EA,Aj6,-1,34,-1,34,21.902,0.433966667,0.687822325,0.187024136,0.874846461,87.93083333,4612.607777,0.417642555,0.133004913,0.550647469,14,129.3870447,21.87557587,2350.06,Lake,1301.088623,NA,NO,2.244435201,12,2.244435201,0.022278885
EA,Aj2,-2,36,-2,36,25.4655,1.710468182,0.605855273,0.247379116,0.853234389,37.542,2149.548345,0.227467928,0.310678166,0.538146094,430.7907335,166.6823634,28.4336419,2092.64,Southern Acacia-Commiphora bushlands and thickets,951.3972168,4.903198914,NO,0.690831318,12,0.690831318,0.0171518
EA,Cb22,14,0,14,0,29.07683333,11.9042803,0.389588888,0.237608674,0.627197562,37.27283333,3489.064456,0.26264485,0.538220086,0.800864936,191.1810318,60.08036332,14,771.16,West Sudanian savanna,277.512207,1.036898104,NO,-0.108494853,3,0.153846153,0.088966203
EA,Aj16,6,31,6,31,27.9825,2.115956061,0.546900885,0.170822478,0.717723363,75.90016667,5880.538508,0.274331533,0.32404659,0.598378123,247.4330538,100.27404,20,1495.38,Northern Congolian forest-savanna mosaic,456.2575073,1.000790227,NO,0.664142947,10,0.827755908,0.832794867
EA,Aj7,0,35,0,35,19.355,0.502793939,0.675448645,0.179906651,0.855355296,134.8895,7300.244498,0.445360185,0.107025937,0.552386122,440.2396443,172.4670779,25.08606479,2274.31,Southern Acacia-Commiphora bushlands and thickets,1865.428345,2.869409877,NO,2.950257423,12,2.950257423,0.227155714
EA,Aj3,8,32,8,32,27.61616667,2.43045,0.544036335,0.144100899,0.688137234,75.71083333,6265.383514,0.266699207,0.440987702,0.707686909,211.3995609,83.23410481,15,1177.16,Saharan flooded grasslands,361.1455688,1,NO,0.617769535,10,0.759388252,0.28382763
EA,Cb8,13,5,13,5,28.7275,9.308565152,0.41411979,0.23967581,0.653795599,53.579,6584.865994,0.269104763,0.502748942,0.771853705,219.1885376,63.47063032,14,1291.74,West Sudanian savanna,284.7561035,1.534485455,NO,0.069049061,7,0.235290302,0.083877647
EA,Aj29,1,37,1,37,22.49666667,0.822766667,0.630804655,0.16595908,0.796763735,66.85866667,5773.592533,0.263321302,0.224238049,0.487559351,388.841368,131.9746782,16.53475787,1603.95,Northern Acacia-Commiphora bushlands and thickets,1172.358643,3.726882582,NO,2.535735918,12,2.535735918,0.042937369
EA,Aj27,1,35,1,35,16.989,0.682412121,0.648195328,0.19611223,0.844307558,84.8985,4089.399386,0.376362645,0.168581371,0.544944016,460.7577772,166.2500253,27.93441107,2008.63,Victoria Basin forest-savanna mosaic,2041.988647,6.072327111,NO,2.910319506,12,2.910319506,0.057917088
EA,Ai6,10,32,10,32,27.10933333,2.943357576,0.509102517,0.146575723,0.65567824,66.28416667,5963.329856,0.232720327,0.514004814,0.746725141,222.2504921,77.3420851,11,1068.08,Sahelian Acacia savanna,321.2041626,1,NO,0.706730773,9,1.011659605,0.480387677
EA,Aj20,6,35,6,35,21.88983333,1.087362121,0.616220442,0.134351511,0.750571953,86.5415,3496.743571,0.412185668,0.229190501,0.64137617,262.38369,105.1205034,16,1607.93,Victoria Basin forest-savanna mosaic,1059.833618,3.169045362,NO,3.053036041,12,3.053036041,0.303079941
EA,Aj28,-5,35,-5,35,21.82433333,1.721630303,0.604667272,0.278392363,0.883059635,40.4875,2899.838032,0.252705544,0.42186167,0.674567214,320.3063456,133.0401805,34.16969618,2388.25,Central Zambezian Miombo woodlands,1247.348389,1.836371167,NO,1.847895209,12,1.847895209,0.049484596
EA,Aj1,2,34,2,34,23.461,0.96159697,0.623398801,0.214251221,0.837650022,73.26283333,2881.895835,0.362707415,0.170412706,0.533120121,306.2690558,144.9286054,17.59306308,1922.37,East Sudanian savanna,1092.421997,1.127245729,NO,1.038158693,12,1.038158693,0.055931684
EA,Aj24,5,34,5,34,26.64116667,1.19724697,0.604278306,0.156505372,0.760783678,54.84316667,1662.461883,0.375814701,0.241311366,0.617126067,280.1351579,119.2825651,18,1458.34,Northern Acacia-Commiphora bushlands and thickets,563.6216431,1.584144935,NO,0.599220171,11,0.664280603,0.165328728
EA,Aj5,4,35,4,35,27.266,0.697957576,0.642689785,0.153733659,0.796423445,26.65916667,795.2525409,0.335877594,0.163402136,0.49927973,241.3009935,110.5995641,15.97252733,1474.42,Northern Acacia-Commiphora bushlands and thickets,659.0219727,1.007380553,NO,0.178263176,11,0.200512088,0.006380737
EA,Ca33,15,37,15,37,26.16233333,4.595166667,0.468061844,0.183255563,0.651317407,36.46216667,3730.150795,0.21974515,0.488743453,0.708488603,188.6999259,54.94494659,6.442592388,1185.02,East Sudanian savanna,965.4813843,2.706402157,NO,0.195676863,8,0.31085327,0.080237287
EA,Cd1,23,33,23,33,26.15966667,37.51399697,0.327283593,0.259297888,0.586581481,1.248666667,0.203430303,0.797180469,0.202819531,1,29.79071405,25.18482283,1,684.244,Sahara desert,267.7724915,1.527109212,NO,NA,NA,NA,NA
EA,Ai8,12,30,12,30,27.66866667,5.335918182,0.453636717,0.16464026,0.618276978,42.08816667,3465.382908,0.365369964,0.431269755,0.796639718,198.3347092,56.27439858,3,1022.79,Sahelian Acacia savanna,683.4755859,1.128208054,NO,0.265710176,9,0.402180497,0.17509391
EA,Cb11,16,27,16,27,25.96483333,24.17565909,0.375994881,0.292588235,0.668583116,8.772333333,448.9612424,0.57615534,0.366275906,0.942431246,48.42252046,24.9058693,2,675.991,South Saharan steppe and woodlands,751.4302979,1.067496592,NO,NA,NA,NA,NA
EA,Ai43,12,29,12,29,26.697,6.377624242,0.442312718,0.184766997,0.627079715,41.99366667,3362.773797,0.279216761,0.506939682,0.786156443,193.4733718,52.7463238,3,999.303,Sahelian Acacia savanna,640.7788696,1.164686327,NO,0.158767414,9,0.265142339,0.068794911
EA,Cc14,17,18,17,18,28.389,21.44380909,0.435868145,0.382827712,0.818695857,5.167,152.8260455,0.586045945,0.387912545,0.97395849,26.51627723,15,2,517.884,Sahara desert,225.6047211,NA,NO,NA,NA,NA,NA
EA,Cb18,14,14,14,14,27.8815,14.22565,0.43130286,0.304205308,0.735508168,17.266,1348.842506,0.374304507,0.481999924,0.856304431,166.5823569,50.18103182,4,NA,Lake,284.6988831,NA,NO,-0.11360539,4,0.101037249,0.120181362
EA,Cb19,12,13,12,13,28.19316667,11.05078636,0.421784804,0.300702318,0.722487122,40.83316667,4478.370083,0.330562671,0.43836831,0.768930981,249.2854411,67.3635343,18.07686149,1259.94,West Sudanian savanna,311.3175049,NA,NO,0.139082374,9,0.23233394,0.193022995
EA,Cc2,21,17,21,17,19.77866667,41.06101818,0.422937951,0.388705248,0.811643199,9.579666667,48.02508485,0.429008321,0.565943925,0.994952246,16,15,NA,594.086,Tibesti-Jebel Uweinat montane xeric woodlands,1945.534424,5.384065522,NO,-0.038840096,6,0.134539675,0.002254832
EA,Ai46,9,35,9,35,21.09616667,1.969695455,0.55694578,0.146775319,0.703721099,124.38,13038.91368,0.297576232,0.361335614,0.658911846,242.4297833,83.11064654,10.91393521,1355.89,Ethiopian montane grasslands and woodlands,1467.707275,5.48585533,NO,2.591384017,12,2.591384017,0.134096069
EA,Ai47,9,35,9,35,21.09616667,1.969695455,0.55694578,0.146775319,0.703721099,124.38,13038.91368,0.297576232,0.361335614,0.658911846,242.4297833,83.11064654,10.91393521,1355.89,Ethiopian montane grasslands and woodlands,1467.707275,5.48585533,NO,2.591384017,12,2.591384017,0.134096069
EA,Cc5,18,-3,18,-3,27.99516667,29.00534091,0.336420689,0.256340341,0.59276103,8.516333333,278.0279909,0.406128345,0.489286893,0.895415238,30.79689756,18.31414871,2,390.593,South Saharan steppe and woodlands,250.3477783,NA,NO,NA,NA,NA,NA
EA,Cc10,18,8,18,8,26.37666667,29.68170606,0.358010257,0.29681241,0.654822666,8.353,247.1690939,0.381951188,0.554018542,0.93596973,64.28851188,27.91493021,3,654.18,Sahelian Acacia savanna,812.1088867,1.38533851,NO,-0.146539977,2,0.10841914,0.003358961
EA,Cc8,8,2,8,2,27.5615,2.561371212,0.523701101,0.165555361,0.689256462,86.14083333,5668.330565,0.297076869,0.287870113,0.584946982,244.3722281,114.8870681,24.49949547,1763.7,West Sudanian savanna,136.335556,1.349977994,NO,1.328891583,12,1.328891583,0.052538258
EA,Cc11,25,10,25,10,22.77933333,52.29410606,0.345255993,0.337288034,0.682544027,0.997,1.082418182,0.541231655,0.447827235,0.98905889,18.7115439,15.8888876,2,470.198,West Saharan montane xeric woodlands,939.4733276,2.348913223,NO,NA,NA,NA,NA
EA,Cd7,33,-7,33,-7,16.7855,23.58036818,0.345227869,0.268630228,0.613858097,35.69316667,1610.798929,0.248510339,0.220093377,0.468603716,95.29892087,36.97822891,5.076837351,1184.25,Mediterranean acacia-argania dry woodlands and succulent thickets,638.7369385,2.103692708,NO,0.747047245,12,0.747047245,0.016478874
EA,Cc15,31,-7,31,-7,13.74966667,55.83940909,0.285344537,0.305753,0.591097536,29.23983333,943.977853,0.298647394,0.160968649,0.459616042,115.5784972,44.95419326,6,646.586,Mediterranean dry woodlands and steppe,1320.37915,3.570971945,NO,0.199462449,10,0.256511207,0.002105023
EA,Cd11,28,-16,28,-16,15.71983333,10.14427727,0.409587854,0.213245832,0.622833686,33.194,1741.509388,0.294289142,0.285041084,0.579330225,NA,4,NA,NA,NA,465.7201843,NA,YES,NA,NA,NA,NA
EA,Cc12,20,2,20,2,25.92916667,35.07495909,0.341009446,0.312058627,0.653068073,7.375,77.83309394,0.389161873,0.561945491,0.951107364,12.91329336,18.56458567,1,462.086,West Saharan montane xeric woodlands,666.8189087,1.087069928,NO,-0.220548155,3,0.085705633,0.004623928
EA,Cd4,36,4,36,4,14.10366667,40.68062424,0.302334545,0.268852113,0.571186658,46.02333333,1275.770515,0.357117612,0.170742124,0.527859735,105.5486026,41.32854741,5,1590.13,Mediterranean dry woodlands and steppe,595.0141602,6.500797819,NO,0.594677471,12,0.594677471,0.004091424
EA,Cc4,33,4,33,4,19.17783333,67.38743485,0.274288304,0.325248054,0.599536358,11.4575,96.05773182,0.416484396,0.164604165,0.58108856,44.00036426,26,NA,890.132,North Saharan steppe and woodlands,420.8875122,1.236611926,NO,0.017754393,8,0.178831013,0.002262653
EA,Cd3,35,-4,35,-4,17.11666667,23.51477576,0.347921766,0.263674857,0.611596623,38.35516667,1445.146592,0.271995176,0.219433814,0.49142899,108.3185113,43.37407615,8.631007514,1480.39,Mediterranean woodlands and forests,986.6883545,11.99958054,YES,0.781117506,12,0.781117506,0.023301357
EA,Cd8,36,7,36,7,13.76766667,45.00703333,0.2961907,0.277002782,0.573193482,46.58183333,1318.771898,0.366649811,0.163753697,0.530403508,103.3519025,40.65168206,5,1702.05,Mediterranean woodlands and forests,907.4283447,4.826611906,NO,0.765028773,12,0.765028773,0.00930747
EA,Cd5,30,-9,30,-9,18.73266667,15.24346364,0.37580439,0.230360988,0.606165378,14.131,338.2508545,0.234210344,0.296414437,0.530624781,109.903628,41.88214391,4.648251455,700.783,Mediterranean acacia-argania dry woodlands and succulent thickets,1475.505615,5.648401309,NO,0.287288009,9,0.437764993,0.010672693
EA,Cc3,29,26,29,26,21.30033333,31.00703333,0.344847024,0.312839583,0.657686607,1.115166667,3.476374242,0.547718473,0.320304048,0.868022521,7,14.33254853,NA,810.067,Sahara desert,96.40888977,1.424440049,NO,0.051635373,7,0.205113784,0.003811894
