ID,Name,Orig.latitude,Orig. longitude,revised.latitude,revised.longitude,B501_SUBPOP,B501_TLPOP,B501_Area,B501_Density,B501_Gather,B501_Hunt,B501_Fish,B501_SUBSP,B501_GRPPAT,B501_GROUP1,B501_GROUP2,B501_GROUP3,B501_NOMOV,B501_DISMOV,B501_VEGNU,B501_SOIL,B603_NoDataPts,B603_MHt,B603_FHt,B603_HtQual,B603_MWt,B603_FWt,B603_WtQual,B603_References,B801_NoDataPts,B801_Grp1_Disp,B801_Grp2_Agg,B801_PeriodicAgg,B801_References,B804_NoDataPts,B804_NoMovesYear,B804_DistMoved,B804_Ref,B807_NoDataPts,B807_PctPolygyny,B807_PctPolygynyQual,B807_MMarrAge,B807_FMarrAge,B807_References,B901_NoDataPts,B901_SYSTATE3,B901_MHSSET,B901_MHSET2,B901_FAMHOUS,B901_G2MHS,B901_G2MHSET2,B901_G2MHSET3,B901_G2BASORD,B901_PREVALUE,B901_PREDG2MH,B901_G1FAMSZ,B901_G2FAMSZ,B901_G1MHS,B901_POLYSCAL,B901_POLPOS,B901_CLASS,B901_PEROGAT,B901_MONEY,B901_OCCSPE,B901_COMMON,B901_COMSTFUN,B901_OWNERS
B118,Ngatatjara,-25.32,127.27,-25.32,127.27,n,312.00,780.00,0.40,75.00,25.00,0.00,2,1,11.00,25.00,150.00,14.00,373.00,24,D,NA,NA,NA,NA,NA,NA,NA,NA,1,11,25,150,Gould 1977:21-22,1,14,373,Gould 1968:104-12,1,13,NA,23,15,Gould 1969a:184,1,4,2,3,0.72,5.58,1,1,3,7.00,5.31,1.78,4.05,2.46,1,1,1,1,1,1,4,1,1
B119,Badjalang,-29.59,152.78,-29.59,152.78,n,804.00,60.00,13.40,35.00,25.00,40.00,3,1,14.00,40.00,250.00,8.00,90.00,9,H,NA,NA,NA,NA,NA,NA,NA,NA,1,14,90,250,W. Gardner 1978:239-46,1,8,90,Belshaw 1978:74-78,1,NA,NA,20,12.5,de Bertrodano 1978:283,1,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,1,1,1,1,1,4,1,2
B120,Pitjandjara,-26.00,130.00,-26.00,130.00,n,358.00,598.00,0.60,65.00,35.00,0.00,2,1,10.00,23.00,256.00,15.00,289.00,27,D,1,1687,NA,NA,NA,NA,NA,Campbell et al.1936:113,1,10,23,256,"Brokensha 1975:19, 33; Layton 1983:26; Peterson and Long 1986:127; Tindale 1972:224, 244",1,15,289,Tindale 1972:233-38,1,25,NA,27,16,"Long 1970:299; Tindale 1972:259, 260; Yengoyan 1970:89",1,4,2,3,0.83,4,1,1,3,6.61,4.89,1.44,3.3,1.74,1,1,1,1,1,1,4,1,1
B121,Dieri,-28.54,139.09,-28.54,139.09,n,420.00,218.00,1.93,55.00,25.00,20.00,2,1,6.70,22.00,350.00,0.00,0.00,24,D,NA,NA,NA,NA,NA,NA,NA,NA,1,7,22,350,"Gason 1879:257, 264; Sturt 1849a, 1:254, 261, 296, 316, 407, 414; 2:70,74",NA,NA,NA,NA,1,NA,NA,25,13,Howitt 1891:79-87,1,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,1,1
B122,Southern Arenda,-26.09,135.52,-26.09,135.52,n,500.00,455.00,1.10,65.00,30.00,5.00,2,1,0.00,0.00,0.00,0.00,0.00,24,D,1,NA,NA,NA,NA,53.1,NA,Roberts 1953:556,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,24,8,Schulze 1891:236,1,4,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1
B123,Jankundjara,-27.00,131.95,-27.00,131.95,n,572.00,572.00,1.00,65.00,35.00,0.00,2,1,9.50,28.00,225.00,12.00,298.00,24,D,NA,NA,NA,NA,NA,NA,NA,NA,1,9.5,28,225,Tindale pers. comm. 1965,1,12,298,Tindale pers. comm. 1966-67,1,27,NA,26,12,Tindale 1965 pers. comm.; White 1915:726-28,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,1.46,4.31,NA,1,1,1,1,1,1,4,1,2
B124,Northern Arenda,-23.70,133.76,-23.70,133.76,n,2045.00,767.00,2.66,55.00,45.00,0.00,2,1,9.60,30.00,310.00,14.00,285.00,24,D,1,1663,1568,NA,NA,56.9,NA,Roberts 1953:556; Spencer and Gillen 1899:appendix C,1,9.6,30,310,"Spencer and Gillen 1927:15, 506",1,14,285,Binford field notes 1993; Spencer and Gillen 1927,1,26,NA,NA,14,"Long 1970:293; Spencer and Gillen 1927:70-71, 472",1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,1.5,4.69,NA,1,1,1,1,1,1,3,1,2
B125,Ualarai,-29.30,147.25,-29.30,147.25,n,1080.00,120.00,9.00,45.00,35.00,20.00,2,1,0.00,0.00,0.00,0.00,0.00,16,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,28,13.5,Parker 1905:56,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,1,1
B126,Nakako,-27.31,128.19,-27.31,128.19,n,429.00,494.00,0.87,50.00,45.00,5.00,2,1,10.60,0.00,0.00,17.00,360.00,27,D,NA,NA,NA,NA,NA,NA,NA,NA,1,10.6,NA,NA,Peterson and Long 1986:129-34,1,17,360,Tindale pers. comm. 1966.,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,1,1,1,1,1,1,4,1,1
B127,Ooldea,-30.38,131.81,-30.38,131.81,x,300.00,637.00,0.47,55.00,45.00,0.00,2,1,0.00,0.00,0.00,0.00,0.00,24,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA,15,Long 1970:298; Berndt and Berndt 1944 14(3):232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2
B128,Barkindji,-32.40,142.25,-32.40,142.25,n,3008.00,195.00,15.43,40.00,25.00,35.00,2,1,0.00,0.00,0.00,0.00,0.00,13,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1
B129,Kaurna,-34.56,138.40,-34.56,138.40,n,1296.00,72.00,18.00,45.00,20.00,35.00,2,1,0.00,0.00,0.00,8.00,100.00,23,A4,1,1680,1520,NA,NA,NA,NA,Cawthorn 1844:50,NA,NA,NA,NA,NA,1,8,100,Draper pers. comm. 1993,1,NA,NA,25,12,Cawthorn 1844:76,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,1,2
B130,Wongaibon,-32.14,146.09,-32.14,146.09,n,3589.00,701.10,5.12,40.00,35.00,25.00,2,1,0.00,0.00,0.00,0.00,0.00,13,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,1,2
B131,Jaralde,-35.06,139.29,-35.06,139.29,n,200.00,5.00,40.00,45.00,15.00,40.00,2,2,0.00,0.00,0.00,0.00,0.00,16,A4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,5,1,2
B132,Mineng,-34.95,117.81,-34.95,117.81,n,889.00,127.00,7.00,40.00,30.00,30.00,2,1,9.00,50.00,300.00,0.00,0.00,9,A4,NA,NA,NA,NA,NA,NA,NA,NA,1,9,50,300,Nind 1831:28,NA,NA,NA,NA,1,NA,NA,30,11.5,Nind 1831:38-39,1,4,4,5,NA,7.51,4,2,5,6.46,6.46,NA,NA,1.95,1,1,1,1,1,1,3,1,2
B133,Tjapwurong,-35.86,141.38,-35.86,141.38,n,2450.00,70.00,35.00,35.00,20.00,45.00,3,2,25.00,175.00,350.00,0.00,0.00,16,A2,NA,NA,NA,NA,NA,NA,NA,NA,1,25,175,350,Williams 1985:75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,1,0.89,35,7,3,10,6.18,6.18,4.46,31.19,5,3,1,1,1,1,1,NA,1,3
B134,Bunurong,-38.93,145.07,-38.33,144.97,n,1953.00,78.00,25.04,35.00,25.00,40.00,3,1,7.30,44.00,275.00,10.00,90.00,9,A2,NA,NA,NA,NA,NA,NA,NA,NA,1,7.3,44,275,"Gaughwin and Sullivan 1984:92, 94",1,10,90,Gaughwin and Sullivan 1984:90,1,18,NA,NA,NA,Cannon 1983:606-7,1,4,5,1,0.84,8.8,4,2,5,6.06,6.06,1.23,7.42,1.46,1,1,1,1,1,1,4,1,3
B135,Kurnai,-37.59,147.42,-37.59,147.42,n,336.00,19.00,17.70,45.00,30.00,25.00,2,1,10.00,50.00,270.00,0.00,0.00,9,A2,NA,NA,NA,NA,NA,NA,NA,NA,1,10,50,270,Fison and Howitt 1880:209; Howitt 1904:773-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,1,1,1,1,5,1,3
B136,Tasmanians (eastern),-42.62,147.49,-42.62,147.49,n,700.00,85.70,8.17,25.00,35.00,40.00,3,1,7.50,35.00,52.00,12.00,165.00,9,H,1,1618,1503,NA,NA,NA,NA,Roth 1899:192,1,7.5,35,52,"Hiatt 1967:201; Jones 1971:278, 279",1,12,165,Jones 1972:4,1,29,NA,NA,NA,Plomley 1983:166,1,4,2,3,NA,5.1,2,1,4,8.96,7.39,NA,NA,1.09,2,1,1,1,1,1,NA,1,1
B137,Tasmanians (western),-41.38,145.21,-41.38,145.21,n,450.00,33.70,13.35,15.00,25.00,60.00,3,1,7.50,33.00,75.00,7.00,65.00,11,H,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,33,75,"Hiatt 1967:201; Jones 1971:278, 279",1,7,65,Jones 1972:4,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,3.88,1,1,4,8.57,6.97,NA,NA,0.88,1,1,1,1,1,1,NA,1,1
B143,Seri,29.59,-112.18,29.59,-112.18,n,550.00,21.60,25.48,30.00,10.00,60.00,3,1,17.00,45.00,188.00,7.00,95.00,27,D,1,NA,1612,NA,NA,NA,NA,McGee 1898:136,1,17,45,188,Bowen 1976:24-30; Griffin 1959:vii,1,7,95,McGee 1898:152,2,10,NA,17,NA,McGee 1898:279; Kroeber 1931:8; Gilg 1965:51,1,5,4,5,1.17,6.94,4,2,5,6.13,6.13,3.07,8.14,2.62,2,3,1,2,1,2,1,1,1
B144,Cahuilla,33.59,-116.24,33.59,-116.24,x,3675.00,84.00,43.75,75.00,25.00,0.00,2,2,20.00,75.00,180.00,4.00,40.00,27,D,1,1670,1580,NA,NA,NA,NA,Gifford 1926b:232-33,1,20,75,180,"Bean 1972:76; Kroeber 1925:692, 706-7; Strong 1929:43-56",1,4,40,LRB estimate,1,NA,NA,17.5,12.5,Strong 1929:74,1,2,3,4,NA,8.06,4,2,7,8.11,8.11,NA,NA,2.15,3,3,1,3,1,1,2,2,3
B145,Cupeno,33.26,-116.59,33.26,-116.59,x,195.00,4.00,48.80,75.00,25.00,0.00,2,2,0.00,97.00,195.00,0.10,0.00,27,D,1,1680,1560,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,97,195,Strong 1929:187-19,1,0.1,0.1,LRB estimate,1,NA,NA,17,13,Strong 1929:239,1,5,4,5,NA,15.04,5,3,8,4.86,4.86,NA,NA,NA,3,3,1,2,4,1,2,2,2
B146,Kiliwa,31.44,-115.25,31.44,-115.25,n,445.00,36.40,12.25,55.00,15.00,30.00,2,1,0.00,62.00,130.00,7.00,90.00,23,D,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,62,130,Meigs 1939:18-20,1,7,90,LRB estimate,1,3,NA,18,14,Meigs 1939:47-50,1,4,4,5,NA,8.61,4,2,6,7.25,7.25,NA,NA,NA,2,1,1,1,1,1,5,2,1
B147,Diegueno,32.44,-116.49,32.44,-116.49,n,3000.00,166.00,18.10,55.00,25.00,20.00,2,1,0.00,39.00,120.00,7.00,80.00,23,D,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,39,120,"Kroeber 1925:712, 719; Luomala 1978:597",1,7,80,LRB estimate,1,NA,NA,17,14,Luomala 1978:602,1,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,1,1,2,1,1,5,1,3
B148,Lake Yokuts,36.00,-119.83,36.00,-119.83,n,6500.00,170.70,38.10,50.00,20.00,30.00,2,2,0.00,91.60,150.00,1.00,4.00,23,A4,1,1668,1550,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,91,150,Cook 1955:40,1,1,4,Gayton 1948a:7-14; Kroeber 1925:484,1,NA,NA,13,11,Wallace 1978b:455,1,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,1,2,3,4,1,2,3,3
B149,Serrano,34.52,-117.00,34.52,-117.00,n,3500.00,199.00,17.58,60.00,40.00,0.00,2,2,0.00,68.00,0.00,7.00,90.00,23,D,1,1710,1580,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,68,NA,Kroeber 1925:617-18,1,7,90,LRB estimate,1,2,NA,NA,14.5,Benedict 1924:371-74,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,1,2,2,3,2,5,2,2
B150,Luiseno,33.42,-117.30,33.42,-117.30,n,5500.00,81.20,67.90,60.00,15.00,25.00,2,2,14.00,110.00,300.00,2.00,18.00,23,D,1,1690,1570,NA,NA,NA,NA,Gifford 1926b:232-33,1,1,110,300,Oxendine 1983:50-57,1,2,18,Sparkman 1908:212,1,5,NA,NA,14,"Sparkman 1908:214, 225",1,6,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,1,2,3,3,1,2,2,3
B151,Wukchumi,36.45,-118.96,36.45,-118.96,n,92.00,3.80,24.21,45.00,40.00,15.00,2,1,0.00,40.00,350.00,5.00,50.00,23,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,350,Cook 1955:40,1,5,50,LRB estimate,1,4,<,12.5,11,Gayton 1948b:105,1,4,5,1,NA,13.33,6,3,4,3.90,3.9,NA,NA,NA,3,1,1,3,4,1,1,3,2
B152,Tubatulabal,36.00,-118.32,36.00,-118.32,n,1000.00,58.00,17.20,50.00,35.00,15.00,2,1,10.00,21.00,110.00,9.00,110.00,23,U,NA,NA,NA,NA,NA,NA,NA,NA,1,14,21,110,Voegelin 1938:39-43,1,9,110,Voegelin 1938:2-4,1,0,NA,20,16,Voegelin 1938:43-44,1,5,2,3,1.84,3,1,1,2,6.22,4.48,2.62,5.51,1.43,2,2,1,3,4,1,1,2,2
B153,Nomlaki,40.00,-122.56,40.00,-122.56,n,1575.00,45.00,35.00,60.00,30.00,10.00,2,2,13.00,65.00,130.00,3.00,33.00,18,A4,1,1650,1520,NA,NA,NA,NA,Gifford 1926b:232-33,1,13,65,130,Goldschmidt 1948:445,1,3,33,Goldschmidt 1948:445,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,1,2,2,4,2,2,5,2
B154,Yokuts (northern foothill),37.44,-120.44,37.44,-120.44,n,360.00,9.40,38.29,50.00,25.00,25.00,2,1,16.00,40.00,130.00,6.00,70.00,18,A5,1,1640,1510,NA,NA,NA,NA,Gifford 1926b:232-33,1,16,40,130,Cook 1955:35,1,6,70,"Gayton 1948a:56-64, 70-76",1,NA,NA,15,13.5,Spier 1978:479,1,6,2,3,NA,6.22,3,1,4,9.95,8.42,NA,NA,2.49,3,1,2,3,3,1,2,3,3
B155,Patwin,39.08,-122.05,39.08,-122.05,n,1517.00,18.50,82.00,50.00,30.00,20.00,2,2,0.00,53.00,189.00,2.00,14.00,18,A4,1,1690,NA,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,53,189,P. J. Johnson 1978:352,1,2,14,Kroeber 1932:259-62,NA,NA,NA,NA,NA,NA,1,6,5,1,NA,15.27,6,3,6,4.12,4.12,NA,NA,NA,3,1,2,4,4,2,2,6,2
B156,Gabrieleno,34.00,-118.00,34.00,-118.00,n,5000.00,77.00,64.90,40.00,10.00,50.00,3,2,0.00,0.00,0.00,0.10,0.00,23,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1,LRB estimate,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,5,4,2,2,2,3
B157,Monache,36.60,-117.08,36.60,-117.08,n,387.00,13.50,28.70,50.00,30.00,20.00,2,1,13.00,32.00,70.00,9.00,85.00,25,U,NA,NA,NA,NA,NA,NA,NA,NA,1,13,32,70,Gifford 1932b:42-47,1,9,85,Gayton 1948a:254-63; Gifford 1932b,1,7,NA,16,14,Gayton 1948b:235,1,5,2,3,NA,6.21,2,1,4,8.38,6.76,NA,NA,2.52,2,2,1,2,3,1,1,3,2
B158,Eastern Pomo,39.03,-122.94,39.03,-122.94,n,940.00,7.40,127.00,60.00,15.00,25.00,2,2,0.00,0.00,235.00,3.00,36.00,18,A4,1,1690,1640,NA,NA,NA,NA,Gifford 1926b:232-33,NA,NA,NA,NA,NA,1,3,36,Barrett 1908:182-204,1,NA,NA,22,20,Loeb 1926:277-79,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,4,2,2,4,3
B159,Clear Lake Pomo,39.12,-122.94,39.12,-122.94,n,2099.00,5.40,308.70,65.00,10.00,25.00,2,2,0.00,150.00,450.00,0.00,0.00,18,A4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,150,450,Cook 1956:116-17,NA,NA,NA,NA,1,9,NA,NA,NA,Gifford 1926a:299,1,6,3,4,2.75,11.49,4,2,9,13.05,13.05,NA,31.58,NA,3,1,2,4,4,3,2,4,4
B160,Wintu,40.90,-122.35,40.90,-122.35,n,4000.00,68.00,58.82,35.00,25.00,40.00,3,2,20.00,50.00,150.00,6.00,139.00,18,A,NA,NA,NA,NA,NA,NA,NA,NA,1,20,50,150,"DuBois 1935:28, 29",1,6,139,DuBois 1935:28-29,1,5,<,NA,NA,DuBois 1935:55,1,6,5,1,NA,12.5,5,3,5,4.07,4.07,NA,NA,5,3,1,2,4,4,2,2,6,3
B161,Chumash,34.63,-119.60,34.63,-119.60,n,2124.00,18.00,118.20,25.00,5.00,70.00,3,2,0.00,557.00,0.00,0.10,0.00,23,A5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,557,NA,Cook and Heizer 1965:71,1,0.1,0.1,LRB estimate,NA,NA,NA,NA,NA,NA,1,7,4,5,NA,58.63,6,3,13,12.62,12.62,NA,NA,NA,4,1,3,5,4,3,2,2,3
B162,Chimariko,40.85,-123.30,40.85,-123.30,n,450.00,9.90,50.00,30.00,30.00,40.00,3,2,0.00,42.00,0.00,2.00,34.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,34,Dixon 1910:295-302,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1,1,1,3,2,1,4,2
B163,Nisenan,39.03,-121.15,39.03,-121.15,n,4770.00,120.00,39.75,50.00,30.00,20.00,2,2,11.00,45.00,165.00,1.00,5.00,18,A4,NA,NA,NA,NA,NA,NA,NA,NA,1,11,45,165,Wilson and Towne 1978:388,1,1,5,Kroeber 1929:407-8,1,NA,NA,14.5,14.5,Faye 1923:36,1,6,5,1,NA,12.47,6,3,5,3.99,3.99,NA,NA,3.05,3,1,2,4,4,1,1,5,3
B164,Salinan,35.47,-120.84,35.47,-120.84,n,3500.00,94.00,37.40,50.00,20.00,30.00,2,2,0.00,0.00,0.00,0.00,0.00,23,A5,1,1670,NA,NA,NA,NA,NA,Gifford 1926b:232-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,4,3,2,3,3
B165,Southern Pomo,38.54,-122.88,38.54,-122.88,n,2250.00,20.30,110.80,45.00,15.00,40.00,2,2,0.00,150.00,0.00,0.10,0.00,11,A4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,150,NA,Cook 1956:118,1,0.1,0.1,Barrett 1908:210-26,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,3,1,2,4,4,3,2,3,2
B166,Sinkyone,40.10,-123.96,40.10,-123.96,n,1300.00,9.54,136.44,40.00,15.00,45.00,3,2,0.00,23.00,0.00,4.00,60.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23,NA,Cook 1956:103-5,1,4,60,Nomland 1935:149-78,1,7,<,NA,NA,Nomland 1935:159,1,6,2,3,NA,5.23,1,1,3,6.61,4.89,NA,NA,NA,3,1,2,1,4,2,1,3,2
B167,Lassik,40.18,-123.16,40.18,-123.16,n,1770.00,18.20,97.20,45.00,20.00,35.00,2,2,0.00,0.00,0.00,0.00,0.00,11,U2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,4,3,1,3,2
B168,Coast Miwok,38.24,-122.88,38.24,-122.88,n,1500.00,28.00,53.57,40.00,10.00,50.00,3,2,0.00,26.00,0.00,0.00,0.00,11,M5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,26,NA,"Collier and Thalman 1991:72, 177-78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,NA,4.16,1,1,3,7.20,5.51,NA,NA,NA,3,1,1,4,4,3,1,3,2
B169,Mattole,40.17,-124.04,40.17,-124.04,n,652.00,5.60,116.40,40.00,10.00,50.00,3,2,0.00,45.00,0.00,0.00,0.00,11,U2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,45,NA,Cook 1956:102,NA,NA,NA,NA,1,3,<,21,18,Nomland 1938:100,1,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1,1,1,4,2,1,3,2
B170,Lake Miwok,38.79,-122.48,38.79,-122.48,n,227.00,3.50,65.00,60.00,10.00,30.00,2,2,0.00,90.00,192.00,0.00,0.00,18,M5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,90,192,Cook 1955:122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,1,2,NA,4,3,2,6,2
B171,Yuki Proper,39.70,-123.15,39.70,-123.15,n,4000.00,30.40,131.60,50.00,15.00,35.00,2,2,0.00,25.00,150.00,0.00,0.00,11,M5,1,1570,1480,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,25,150,Cook 1956:107,NA,NA,NA,NA,1,3,<,18,15,"Foster 1944:184, 185",1,6,2,3,1.66,4.45,1,1,3,7.00,5.31,NA,7.4,NA,3,1,2,4,4,2,2,5,3
B172,Wappo,38.59,-122.54,38.59,-122.54,n,1170.00,9.70,120.60,55.00,15.00,30.00,2,2,0.00,95.00,154.00,2.00,8.00,23,A4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,95,154,Cook 1956:124,1,2,8,Driver 1936:179-220,1,0,NA,16.5,13.5,Driver 1936:208,1,6,4,5,1.86,11.36,4,2,8,9.43,9.43,NA,21.11,NA,3,1,2,4,4,2,2,4,2
B173,Nothern Pomo,39.34,-123.29,39.34,-123.29,n,3360.00,31.00,108.40,50.00,20.00,30.00,2,2,0.00,127.00,0.00,0.10,0.00,11,U,1,1640,1540,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,127,NA,Cook 1956:114,1,0.1,0.1,Barrett 1908:124-35; Loeb 1926:172,1,NA,NA,32,20,Loeb 1926:280,1,6,5,1,NA,33.78,7,3,9,5.37,5.37,NA,NA,NA,3,1,2,4,4,2,2,6,2
B174,Northern Yana,40.38,-122.89,40.38,-122.89,n,1820.00,58.10,31.30,45.00,25.00,30.00,2,1,0.00,0.00,0.00,4.00,85.00,17,U,1,1690,NA,NA,NA,NA,NA,Gifford 1926b:232-33,NA,NA,NA,NA,NA,1,4,85,Waterman 1918:37-60,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,2,4,6,3
B175,Sierra Miwok,38.00,-119.77,38.00,-119.77,n,1212.00,49.50,24.54,55.00,35.00,10.00,2,1,19.00,45.00,250.00,4.00,32.00,17,U,1,1660,1550,NA,NA,NA,NA,Gifford 1926b:232-33,1,19,45,250,Cook 1955:36,1,4,32,Barrett and Gifford 1933:198-206,1,7,<,NA,NA,Gifford 1916:162,1,4,5,1,NA,8.86,4,2,5,6.13,6.13,NA,NA,3.74,3,1,1,3,3,1,4,6,2
B176,Tekelma,42.44,-123.48,42.44,-123.48,n,900.00,70.00,12.85,35.00,20.00,45.00,3,1,18.00,50.00,0.00,6.00,70.00,17,U4,NA,NA,NA,NA,NA,NA,NA,NA,1,18,50,NA,Gray 1987:37-40,1,6,70,Gray 1987:37-40,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,6,3,1,5,11.91,10.5,NA,NA,2.16,2,1,2,1,4,2,2,2,2
B177,Coast Yuki,39.64,-123.74,39.64,-123.74,n,750.00,11.20,66.96,25.00,15.00,60.00,3,1,0.00,0.00,0.00,8.00,100.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,100,"Gifford 1939:294, 329-30",1,3,<,NA,NA,Miller 1978:250,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,1,6,2
B178,Tolowa,41.87,-123.92,41.87,-123.92,n,2562.00,21.00,122.00,25.00,10.00,65.00,3,2,18.00,96.00,0.00,5.00,60.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,18,96,NA,Cook 1956:101; Drucker 1940:226-27,1,5,60,Drucker 1940:226-35,NA,NA,NA,NA,NA,NA,1,6,4,5,NA,12,4,2,8,9.49,9.49,NA,NA,2.25,2,1,2,1,4,3,2,3,3
B179,Shasta,41.62,-122.70,41.62,-122.70,n,2925.00,117.00,25.00,45.00,25.00,30.00,2,1,0.00,48.00,0.00,3.00,55.00,11,M5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,48,NA,Cook and Heizer 1965:70,1,3,55,Dixon 1907:421722,1,NA,NA,NA,15,Dixon 1907:462,1,6,2,3,NA,6,3,1,5,11.51,10.09,NA,NA,NA,2,1,2,2,3,2,5,5,3
B180,Hupa,40.93,-123.61,40.93,-123.61,n,1000.00,12.50,80.00,35.00,10.00,55.00,3,2,0.00,113.00,0.00,0.10,0.00,11,U,1,1660,1520,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,113,NA,Cook 1956:100,1,0.1,0.1,"Goddard 1904:12-16, 21-29",1,4,<,17,15.5,Wallace 1978:173,1,6,5,1,NA,17.66,5,3,8,5.13,5.13,NA,NA,NA,2,2,2,1,4,3,1,5,2
